Rank,Abbreviated Journal Title,ISSN,2014 Total Cites,Impact Factor,5-Year Impact Factor,Immediacy Index,2014 Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
5330,DAIRY SCI TECHNOL,1958-5586,516,1.087,1.518,0.25,44,4.6,0.00146,0.403
5331,J IRAN CHEM SOC,1735-207X,1225,1.087,1.395,0.262,183,4.3,0.00229,0.227
5332,PHIL MAG LETT,0950-0839,1861,1.087,1.179,0.188,96,9.8,0.00331,0.471
5333,REV BRAS REUMATOL,0482-5004,519,1.087,,0.025,81,4.3,0.00104,
5334,J GLOB ANTIMICROB RE,2213-7165,46,1.086,1.086,0.14,57,,0.00016,0.294
5335,CENT EUR J PHYS,1895-1082,855,1.085,0.88,0.118,102,3.1,0.00356,0.286
5336,GERODONTOLOGY,0734-0664,996,1.085,1.182,0.404,52,5.9,0.00219,0.338
5337,PHYSICIAN SPORTSMED,0091-3847,788,1.085,1.397,0.073,55,6.4,0.00202,0.459
5338,PSYCHOMETRIKA,0033-3123,7038,1.085,2.687,0.375,32,>10.0,0.00616,1.984
5339,J EVAL CLIN PRACT,1356-1294,2136,1.084,1.258,0.35,100,5.6,0.0063,0.448
5340,JCR-J CLIN RHEUMATOL,1076-1608,1258,1.084,1.261,0.176,85,5.7,0.00344,0.411
5341,AUST SYST BOT,1030-1887,719,1.083,1.226,0.143,14,>10.0,0.0008,0.405
5342,CONGENIT ANOM,0914-3505,382,1.083,,0.2,35,6.2,0.0007,
5343,AM J PHARM EDUC,0002-9459,1715,1.082,1.233,0.125,160,5.6,0.00183,0.156
5344,BRIT DENT J,0007-0610,3422,1.082,1.109,0.312,189,>10.0,0.00301,0.277
5345,CAN J ANIM SCI,0008-3984,2011,1.081,1.146,0.2,75,>10.0,0.00171,0.355
5346,INT J MATER FORM,1960-6206,743,1.081,0.721,0.256,39,4.9,0.00278,0.247
5347,J CRUSTACEAN BIOL,0278-0372,2164,1.081,1.158,0.143,84,>10.0,0.00211,0.331
5348,J NEMATOL,0022-300X,1960,1.081,1.028,0.258,31,>10.0,0.00092,0.32
5349,ACM T COMPUT-HUM INT,1073-0516,626,1.079,1.516,0.296,27,9.3,0.00112,0.575
5350,EXP AGR,0014-4797,806,1.079,1.251,0.135,37,>10.0,0.00113,0.372
5351,FORSCH KOMPLEMENTMED,1021-7096,475,1.079,1.244,0.429,42,5.6,0.0007,0.219
5352,HETEROCYCLES,0385-5414,5697,1.079,0.974,0.399,268,>10.0,0.00507,0.204
5353,PAC J OPTIM,1348-9151,325,1.079,1.01,0.065,46,4.6,0.00169,0.532
5354,APPL RHEOL,1430-6395,306,1.078,0.992,1.407,27,5.3,0.00048,0.235
5355,INT J BIFURCAT CHAOS,0218-1274,4576,1.078,1.113,0.233,219,8.5,0.00851,0.389
5356,ULTRASTRUCT PATHOL,0191-3123,793,1.078,0.96,0.218,55,>10.0,0.00103,0.259
5357,FUND APPL LIMNOL,1863-9135,627,1.077,1.234,0.46,50,5.3,0.00163,0.364
5358,ICHNOS,1042-0940,513,1.077,1.033,0.381,21,>10.0,0.00054,0.28
5359,INFORM SYST FRONT,1387-3326,621,1.077,1.184,0.525,59,5.5,0.00143,0.35
5360,INFORMS J COMPUT,1091-9856,1232,1.077,1.537,0.267,60,8.1,0.00402,1.044
5361,PRESSE MED,0755-4982,1820,1.077,0.756,0.373,142,9.3,0.00277,0.203
5362,BRIT J ORAL MAX SURG,0266-4356,3220,1.076,1.078,0.22,209,8.7,0.00469,0.305
5363,CONGENIT HEART DIS,1747-079X,732,1.076,1.235,0.229,105,3.8,0.00317,0.465
5364,ENG OPTIMIZ,0305-215X,1169,1.076,1.287,0.143,91,7.5,0.00202,0.36
5365,HETEROATOM CHEM,1042-7163,1277,1.076,1.048,0.133,83,8.3,0.00112,0.188
5366,MAR ECOL-EVOL PERSP,0173-9565,1511,1.076,2.042,0.175,57,7.3,0.00305,0.663
5367,COMPUT COMPLEX,1016-3328,455,1.075,1.2,0,16,>10.0,0.002,1.259
5368,B SOC GEOL FR,0037-9409,2267,1.074,1.435,0.231,26,>10.0,0.0017,0.499
5369,IAWA J,0928-1541,1223,1.074,1.188,0.088,34,>10.0,0.00091,0.326
5370,MED HYPOTHESES,0306-9877,5718,1.074,1.132,0.239,322,6.9,0.00999,0.294
5371,REV MED INTERNE,0248-8663,1066,1.074,0.67,0.21,124,6.6,0.0011,0.098
5372,INT HEART J,1349-2365,727,1.073,1.168,0.224,98,4.8,0.00205,0.333
5373,DAN MED J,2245-1919,393,1.072,1.078,0.192,151,2.2,0.00175,0.329
5374,J OBSTET GYNAECOL RE,1341-8076,2110,1.072,1.07,0.257,335,4.5,0.00563,0.298
5375,J PROSTHODONT,1059-941X,1383,1.071,1.315,0.129,93,6,0.00293,0.359
5376,OPT SWITCH NETW,1573-4277,194,1.071,0.945,0.279,61,3.2,0.00057,0.248
5377,QUANT INFR THERM J,1768-6733,110,1.071,0.959,0.067,15,4.4,0.00034,0.297
5378,CHINESE J AERONAUT,1000-9361,908,1.07,1.105,0.103,175,4.1,0.00248,0.268
5379,INT J IND ERGONOM,0169-8141,2169,1.07,1.366,0.204,103,9.6,0.0021,0.328
5380,J CIV ENG MANAG,1392-3730,535,1.07,1.126,0.183,82,3.8,0.00144,0.26
5381,SCI AM,0036-8733,4738,1.07,1.373,0.231,108,>10.0,0.00512,0.664
5382,J WOUND CARE,0969-0700,1336,1.069,,0.198,81,6.9,0.00254,
5383,SILICON-NETH,1876-990X,195,1.069,1.438,0.267,30,4,0.00064,0.307
5384,ACTA GEOPHYS,1895-6572,563,1.068,0.927,0.293,75,4.1,0.00209,0.366
5385,EUR J OPHTHALMOL,1120-6721,1773,1.068,1.02,0.182,159,6,0.00417,0.31
5386,PROTEIN PEPTIDE LETT,0929-8665,1683,1.068,1.124,0.392,148,5.1,0.00415,0.293
5387,AUST J AGR RESOUR EC,1364-985X,595,1.067,1.573,0.294,34,6.8,0.00144,0.574
5388,J MIDWIFERY WOM HEAL,1526-9523,1269,1.067,1.531,1.085,71,6.2,0.0024,0.425
5389,ANN MAT PUR APPL,0373-3114,1371,1.065,1.08,0.165,97,>10.0,0.0035,1.106
5390,ENTOMOL SCI,1343-8786,545,1.065,1.034,0.25,52,5.6,0.00143,0.336
5391,ENVIRON ENG MANAG J,1582-9596,1268,1.065,0.806,0.206,325,2.9,0.00142,0.069
5392,IRAN J PHARM RES,1735-0328,767,1.065,1.011,0.137,183,3.4,0.00108,0.13
5393,J BRIDGE ENG,1084-0702,1330,1.065,1.231,0.138,130,7,0.00286,0.404
5394,FISH PATHOL,0388-788X,734,1.064,0.718,0.037,27,>10.0,0.00041,0.197
5395,J MAR BIOL ASSOC UK,0025-3154,5392,1.064,1.103,0.333,162,>10.0,0.00507,0.336
5396,BIOSCI BIOTECH BIOCH,0916-8451,10866,1.063,1.282,0.153,314,9.5,0.01235,0.327
5397,J AMB INTEL SMART EN,1876-1364,188,1.063,1.319,0.125,40,3.5,0.00061,0.277
5398,REV CLIN ESP,0014-2565,577,1.063,0.733,0.717,53,7.5,0.0006,0.139
5399,ASIAN PAC J TROP MED,1995-7645,799,1.062,0.826,0.136,191,2.8,0.0028,0.189
5400,CARDIOL J,1897-5593,702,1.062,1.241,0.418,91,3.7,0.00262,0.358
5401,GEOPHYS ASTRO FLUID,0309-1929,698,1.062,0.828,0.121,33,>10.0,0.00119,0.457
5402,J APPL SPORT PSYCHOL,1041-3200,1175,1.062,1.787,0.25,32,>10.0,0.00137,0.509
5403,VET OPHTHALMOL,1463-5216,1263,1.062,1.152,0.115,96,7.2,0.00163,0.236
5404,CAN J CHEM,0008-4042,7980,1.061,1.032,0.382,157,>10.0,0.00344,0.259
5405,INT NEUROUROL J,2093-4777,166,1.061,,0.375,32,3,0.00053,
5406,ORTHOD CRANIOFAC RES,1601-6335,725,1.061,2.034,0.16,25,7,0.0018,0.777
5407,VEHICLE SYST DYN,0042-3114,2267,1.061,1.423,0.189,111,8.6,0.00354,0.462
5408,ENERG EFFIC,1570-646X,364,1.06,1.485,0.234,64,4.4,0.00117,0.435
5409,ANN I H POINCARE-PR,0246-0203,904,1.059,1.253,0.262,61,8.3,0.00816,1.965
5410,IET SYST BIOL,1751-8849,402,1.059,1.467,0.241,29,5.2,0.00143,0.538
5411,INT J DENT HYG,1601-5029,398,1.059,1.074,0.095,42,5.3,0.00092,0.267
5412,KLIN PADIATR,0300-8630,770,1.059,0.928,0.175,63,5.7,0.00142,0.214
5413,ONCOL RES,0965-0407,959,1.059,1.296,1.429,14,8.8,0.00123,0.3
5414,WEED TECHNOL,0890-037X,2514,1.058,1.136,0.116,86,>10.0,0.00262,0.306
5415,LIBYAN J MED,1993-2820,147,1.057,0.8,0.333,18,4.7,0.00041,0.205
5416,NEW ZEAL J ECOL,0110-6465,949,1.057,1.52,0.4,35,>10.0,0.00114,0.406
5417,OSLI RETINA,2325-8160,1906,1.057,1.304,0.109,101,10,0.00326,0.436
5418,REV IBEROAM MICOL,1130-1406,641,1.056,1.241,0.405,42,6.9,0.00097,0.314
5419,STOCH PROC APPL,0304-4149,3810,1.056,1.388,0.286,161,>10.0,0.01892,1.617
5420,WASTE BIOMASS VALORI,1877-2641,339,1.056,1.555,0.104,96,3.4,0.00132,0.398
5421,GRANA,0017-3134,974,1.055,1.189,0.208,24,>10.0,0.00074,0.354
5422,J PHOTOPOLYM SCI TEC,0914-9244,970,1.055,0.795,0.061,132,5.4,0.00132,0.124
5423,EUR PHYS J H,2102-6459,101,1.054,1.125,0.44,25,2.3,0.00076,0.594
5424,INT J STD AIDS,0956-4624,2602,1.054,1.136,0.289,159,6.6,0.00623,0.393
5425,REV ESP MED NUCL IMA,2253-654X,323,1.054,0.859,0.179,56,3.8,0.00085,0.209
5426,SIGMOD REC,0163-5808,1198,1.054,1.298,0,32,>10.0,0.00106,0.584
5427,ANN MO BOT GARD,0026-6493,2639,1.053,2.347,0.684,19,>10.0,0.0015,0.932
5428,CHINESE MED J-PEKING,0366-6999,6666,1.053,1.082,0.194,710,4.8,0.01526,0.265
5429,IEEE SOFTWARE,0740-7459,1591,1.053,1.397,0.296,71,>10.0,0.0031,0.692
5430,BANGL J PHARMACOL,1991-007X,274,1.052,0.958,0.568,81,2.1,0.0002,0.067
5431,J VET EMERG CRIT CAR,1479-3261,811,1.052,1.44,0.311,74,5,0.00219,0.395
5432,PHARMAZIE,0031-7144,3117,1.052,1.058,0.191,162,>10.0,0.00296,0.219
5433,Z GASTROENTEROL,0044-2771,1213,1.052,1.183,0.256,78,6.4,0.0018,0.247
5434,INT FOREST REV,1465-5489,659,1.051,1.733,0.234,47,6.1,0.00161,0.56
5435,THEOR PRACT LOG PROG,1471-0684,256,1.051,0.916,0.146,41,4.1,0.00103,0.388
5436,BANACH J MATH ANAL,1735-8787,169,1.05,0.837,0.35,40,3.3,0.00102,0.436
5437,J OPER OCEANOGR,1755-876X,84,1.05,1.383,0.545,11,,0.00041,0.548
5438,NORD J BOT,0107-055X,1136,1.05,0.817,0.212,118,>10.0,0.00199,0.24
5439,GRAPH MODELS,1524-0703,663,1.049,1.161,0.143,56,>10.0,0.00129,0.725
5440,J INFRASTRUCT SYST,1076-0342,832,1.049,1.299,0.2,45,7.9,0.00151,0.517
5441,METEOROL ATMOS PHYS,0177-7971,1806,1.049,1.214,0.127,55,>10.0,0.00229,0.496
5442,PAK J AGR SCI,0552-9034,473,1.049,,0.056,144,3.5,0.00077,
5443,APPL COMPOS MATER,0929-189X,784,1.048,1.234,0.222,54,7.8,0.00145,0.357
5444,ZBL CHIR,0044-409X,794,1.048,0.817,0.189,111,7.1,0.00073,0.112
5445,ACTA APPL MATH,0167-8019,1249,1.047,0.994,0.198,106,6.9,0.0046,0.539
5446,CHEM ECOL,0275-7540,801,1.047,1.169,0.138,65,6.8,0.00124,0.258
5447,SURG RADIOL ANAT,0930-1038,2206,1.047,1.271,0.118,153,7.8,0.00372,0.345
5448,AUST VET J,0005-0423,3130,1.046,1.115,1.136,88,>10.0,0.00247,0.312
5449,INFORM SOFTWARE TECH,0950-5849,1687,1.046,1.612,0.258,89,5.9,0.00552,0.67
5450,ISIS,0021-1753,927,1.046,1.222,0.121,33,>10.0,0.00259,0.976
5451,PEDIATR EMERG CARE,0749-5161,2620,1.046,1.025,0.08,188,6.4,0.00689,0.367
5452,ADV POLYM TECH,0730-6679,862,1.045,1.215,0.202,84,>10.0,0.00095,0.257
5453,DISTRIB COMPUT,0178-2770,414,1.045,0.9,0.4,20,>10.0,0.00106,0.605
5454,IEEE T CONSUM ELECTR,0098-3063,3372,1.045,1.161,0.175,97,6.5,0.00675,0.325
5455,J MED BIOCHEM,1452-8258,166,1.045,0.668,0.37,46,2.3,0.00023,0.069
5456,MOBILE NETW APPL,1383-469X,979,1.045,1.403,0.226,62,6.9,0.00255,0.52
5457,BRAZ J CHEM ENG,0104-6632,1041,1.043,1.226,0.094,96,6.4,0.00145,0.248
5458,J PLANT PATHOL,1125-4653,1171,1.043,1.204,0.312,77,5.9,0.0025,0.331
5459,ANN LIMNOL-INT J LIM,0003-4088,528,1.042,1.121,0.188,32,7.7,0.00091,0.331
5460,J MECH ROBOT,1942-4302,339,1.042,1.143,0.107,56,3.6,0.0022,0.481
5461,MINI-REV ORG CHEM,1570-193X,527,1.042,1.548,0.171,35,5.7,0.00096,0.324
5462,NURS HEALTH SCI,1441-0745,822,1.042,1.333,0.099,71,5.2,0.00183,0.328
5463,AQUAT ECOSYST HEALTH,1463-4988,640,1.041,1.147,0.265,49,6.3,0.00127,0.309
5464,COMPLEXITY,1076-2787,608,1.041,1.342,0.514,37,8.4,0.00104,0.43
5465,PROSTHET ORTHOT INT,0309-3646,1102,1.041,1.309,0.226,62,9.8,0.00155,0.381
5466,VET SURG,0161-3499,3411,1.041,1.527,0.209,139,8.7,0.00446,0.405
5467,FLOW MEAS INSTRUM,0955-5986,1103,1.04,1.229,0.149,94,7.7,0.00162,0.295
5468,INDIAN PEDIATR,0019-6061,1918,1.04,1.054,0.481,131,7.5,0.00323,0.289
5469,J EARTH SYST SCI,0253-4126,976,1.04,1.304,0.071,140,5.1,0.00301,0.433
5470,LANG SPEECH,0023-8309,1067,1.04,1.348,0.125,24,>10.0,0.00127,0.695
5471,NUTR HOSP,0212-1611,1818,1.04,1.169,0.163,369,3.6,0.00327,0.19
5472,SOIL SEDIMENT CONTAM,1532-0383,596,1.039,0.909,0.393,61,6.1,0.00096,0.202
5473,J CLIN LAB ANAL,0887-8013,1153,1.038,1.249,0.338,80,7.3,0.00196,0.329
5474,J HEALTH POPUL NUTR,1606-0997,1194,1.038,1.63,0.027,74,6,0.00307,0.529
5475,J MECH MATER STRUCT,1559-3959,599,1.038,0.967,0.231,26,6,0.00197,0.407
5476,PHOTOGRAMM REC,0031-868X,526,1.038,1.432,0.381,21,8.4,0.00064,0.339
5477,R J,2073-4859,166,1.038,1.455,0,31,4,0.00166,0.934
5478,ANN GEOPHYS-ITALY,1593-5213,966,1.037,1.05,0.196,46,7.4,0.00301,0.493
5479,POLYM SCI SER C+,1811-2382,127,1.037,0.864,0.2,10,6.3,0.00032,0.302
5480,J ENG DESIGN,0954-4828,595,1.036,1.401,0.059,17,6.8,0.00124,0.406
5481,RUSS MATH SURV+,0036-0279,2398,1.036,0.907,0.29,31,>10.0,0.00315,1.15
5482,PEDIATR PHYS THER,0898-5669,636,1.035,1.219,0.391,46,6.7,0.00118,0.352
5483,COPEIA,0045-8511,3933,1.034,1.205,0.189,74,>10.0,0.00242,0.404
5484,FOUND PHYS,0015-9018,1782,1.034,1.058,0.427,82,>10.0,0.00353,0.478
5485,J RADIOANAL NUCL CH,0236-5731,5998,1.034,1.024,0.22,732,5.9,0.00879,0.196
5486,DISPLAYS,0141-9382,768,1.033,1.01,0.139,36,8.8,0.00076,0.24
5487,ELECTROCHEMISTRY,1344-3542,1099,1.033,0.906,0.181,105,7.1,0.0019,0.228
5488,J BIOL DYNAM,1751-3758,286,1.033,,0.091,11,4.3,0.00166,
5489,LASER PHYS,1054-660X,2728,1.032,0.91,0.356,331,4.6,0.00689,0.239
5490,WESTERN J NURS RES,0193-9459,1352,1.032,1.371,0.303,66,9.1,0.00193,0.425
5491,CARDIOL CLIN,0733-8651,811,1.031,1.166,0.306,49,9.1,0.00158,0.411
5492,COMPUT SECUR,0167-4048,1095,1.031,1.386,0.19,84,7,0.0023,0.418
5493,LUBR SCI,0954-0075,420,1.031,0.936,0.486,35,7.5,0.00066,0.265
5494,ACTA ODONTOL SCAND,0001-6357,2662,1.03,1.313,0.255,149,>10.0,0.00286,0.363
5495,ANAL LETT,0003-2719,3000,1.03,0.886,0.134,238,8.3,0.00347,0.183
5496,CMES-COMP MODEL ENG,1526-1492,1518,1.03,0.987,0.324,102,5.3,0.00454,0.329
5497,BUILD SIMUL-CHINA,1996-3599,238,1.029,1.178,0.073,55,3.9,0.00083,0.341
5498,J HUM KINET,1640-5544,397,1.029,1.003,0.016,127,3.2,0.0011,0.201
5499,ENG FAIL ANAL,1350-6307,2213,1.028,1.119,0.182,247,5.3,0.00546,0.296
5500,J CARDIOTHORAC SURG,1749-8090,962,1.028,1.125,0.113,186,3.5,0.00434,0.384
5501,J SCHEDULING,1094-6136,908,1.028,1.789,0.125,40,6.7,0.00313,0.863
5502,SCAND CARDIOVASC J,1401-7431,651,1.027,1.018,0.327,49,6.5,0.00156,0.359
5503,ADV DATA ANAL CLASSI,1862-5347,143,1.026,1.348,0.143,21,4.1,0.00118,0.832
5504,ANZIAM J,1446-1811,344,1.025,0.896,0.125,24,7.4,0.00095,0.479
5505,CLIN CHILD PSYCHOL P,1359-1045,738,1.025,,0.25,40,7.5,0.00147,
5506,J INSECT SCI,1536-2442,1647,1.025,1.294,0.059,287,4.8,0.0047,0.382
5507,J SPORT SCI MED,1303-2968,1348,1.025,1.441,0.198,126,5.6,0.00274,0.348
5508,OCCUP MED-OXFORD,0962-7480,2388,1.025,1.597,0.478,92,8.4,0.00413,0.542
5509,SCI IRAN,1026-3098,1073,1.025,0.952,0.094,235,3.1,0.00364,0.234
5510,APPL ACOUST,0003-682X,2539,1.024,1.269,0.586,174,7.5,0.00507,0.425
5511,J GERONTOL NURS,0098-9134,1071,1.024,1.025,0.227,66,8.5,0.00152,0.296
5512,JOGNN-J OBST GYN NEO,0884-2175,1761,1.024,1.458,0.213,80,8,0.00266,0.428
5513,RAFFLES B ZOOL,0217-2445,1047,1.024,1.158,0.165,97,6.7,0.00191,0.344
5514,RUBBER CHEM TECHNOL,0035-9475,2348,1.024,0.983,0.085,47,>10.0,0.00067,0.236
5515,ACTAS UROL ESP,0210-4806,704,1.022,0.812,0.2,100,4.5,0.00115,0.133
5516,CAN J VET RES,0830-9000,1353,1.022,1.125,0.109,46,>10.0,0.00127,0.332
5517,INSECT SOC,0020-1812,2374,1.022,1.31,0.378,45,>10.0,0.00216,0.425
5518,J MANUF SCI E-T ASME,1087-1357,2251,1.022,1.087,0.273,132,8.8,0.00286,0.308
5519,ACM T INFORM SYST,1046-8188,1113,1.021,1.439,0.095,21,>10.0,0.00119,0.655
5520,ARCH INSECT BIOCHEM,0739-4462,1643,1.021,1.343,0.42,50,>10.0,0.00133,0.332
5521,ARQ BRAS CARDIOL,0066-782X,2042,1.021,1.127,0.234,141,5.6,0.00401,0.267
5522,J CRYPTOL,0933-2790,908,1.021,1.688,0.174,23,>10.0,0.0012,0.671
5523,J LOW TEMP PHYS,0022-2291,3106,1.021,0.925,0.326,298,9.9,0.00688,0.418
5524,MT RES DEV,0276-4741,1099,1.021,1.244,0.343,35,>10.0,0.00121,0.362
5525,SYDOWIA,0082-0598,451,1.021,0.63,0.107,28,>10.0,0.00038,0.199
5526,BMC OPHTHALMOL,1471-2415,496,1.02,1.319,0.104,164,4.3,0.00154,0.411
5527,REV MAT IBEROAM,0213-2230,921,1.02,0.892,0.195,41,>10.0,0.00398,1.081
5528,INT J CONCR STRUCT M,1976-0485,102,1.019,,0.071,28,2.8,0.0005,
5529,NUCLEOS NUCLEOT NUCL,1525-7770,1545,1.018,0.934,0.125,72,9.4,0.00143,0.22
5530,B MATER SCI,0250-4707,2998,1.017,1.284,0.065,231,7.7,0.00355,0.272
5531,J AM ACAD NURSE PRAC,1041-2972,944,1.017,1.121,,0,6.2,0.00202,0.328
5532,J BRAS PNEUMOL,1806-3713,1032,1.017,1.117,0.208,72,5.4,0.00259,0.297
5533,QUEST,0033-6297,730,1.017,1.212,0.029,34,>10.0,0.00086,0.357
5534,RES TECHNOL MANAGE,0895-6308,560,1.017,0.966,0.192,26,>10.0,0.00074,0.316
5535,SCHMERZ,0932-433X,599,1.017,0.944,0.273,55,6,0.00098,0.204
5536,J ORAL IMPLANTOL,0160-6972,1184,1.016,1.232,0.108,93,8.1,0.00209,0.359
5537,NORD PULP PAP RES J,0283-2631,1155,1.016,0.927,0.775,80,8.4,0.00126,0.224
5538,SIAM J FINANC MATH,1945-497X,180,1.016,1.313,0.148,27,3.5,0.00336,1.576
5539,AQUAT MAMM,0167-5427,789,1.015,,0.043,46,>10.0,0.00093,
5540,ARTIF CELL NANOMED B,2169-1401,91,1.015,1.015,0.356,59,,0.00017,0.163
5541,PEDIATR DERMATOL,0736-8046,2915,1.015,1.157,0.208,240,7.1,0.00524,0.321
5542,ADV DIFFERENTIAL EQU,1079-9389,769,1.014,0.995,0.222,36,10,0.00324,1.076
5543,AQUAT LIVING RESOUR,0990-7440,1400,1.014,1.439,0.125,16,>10.0,0.00154,0.471
5544,BOUND VALUE PROBL,1687-2770,1046,1.014,1.039,0.148,243,4.2,0.00317,0.32
5545,ITAL J GEOSCI,2038-1719,184,1.014,1.198,0.441,34,3.1,0.00076,0.381
5546,RADIOCHIM ACTA,0033-8230,2544,1.014,1.226,0.221,113,>10.0,0.00281,0.338
5547,AUST J ENTOMOL,1326-6756,696,1.013,0.959,,0,8.9,0.00114,0.326
5548,COMMUN PART DIFF EQ,0360-5302,2854,1.013,1.523,0.308,78,>10.0,0.01113,1.864
5549,ISR MED ASSOC J,1565-1088,1887,1.013,0.955,0.37,165,6.6,0.00337,0.262
5550,Q J ENG GEOL HYDROGE,1470-9236,783,1.013,0.947,0.407,27,>10.0,0.00081,0.269
5551,INT J COMPUT INTEG M,0951-192X,910,1.012,1.143,0.247,81,5.8,0.00136,0.213
5552,FUTURE VIROL,1746-0794,461,1.011,1.026,0.104,77,3.3,0.00195,0.312
5553,P ROY SOC EDINB A,0308-2105,1547,1.009,0.961,0.129,62,>10.0,0.00442,0.893
5554,RARE METALS,1001-0521,993,1.009,0.849,0.056,124,4.8,0.00209,0.179
5555,J LASER MICRO NANOEN,1880-0688,356,1.008,0.835,0.226,53,4.4,0.00065,0.15
5556,J MOD OPTIC,0950-0340,3857,1.008,1,0.339,239,>10.0,0.00722,0.368
5557,J COMMUN NETW-S KOR,1229-2370,363,1.007,0.779,0.071,70,3.5,0.00191,0.349
5558,REV INST MED TROP SP,0036-4665,1648,1.007,1.088,0.098,92,>10.0,0.00151,0.286
5559,BRAZ J MED BIOL RES,0100-879X,4241,1.006,1.25,0.186,145,>10.0,0.00442,0.329
5560,J PEDIATR NURS,0882-5963,1145,1.006,,0.795,83,7.1,0.00181,
5561,FARMACIA,0014-8237,501,1.005,0.873,0.108,120,3.4,0.00051,0.067
5562,IEEE T COMPUT AID D,0278-0070,3461,1.003,1.36,0.092,163,8.2,0.00733,0.547
5563,J AAPOS,1091-8531,1944,1.003,1.091,0.117,162,7,0.00352,0.309
5564,4OR-Q J OPER RES,1619-4500,288,1,0.883,0.111,18,6.6,0.00096,0.469
5565,ACAROLOGIA,0044-586X,832,1,,0.118,34,>10.0,0.00061,
5566,ACTA ETHOL,0873-9749,279,1,1.039,0.37,27,7.4,0.00058,0.356
5567,ACTA NATURAE,2075-8251,226,1,1.038,0.178,45,3.4,0.00093,0.278
5568,ACTA PHYS SLOVACA,0323-0465,287,1,1.964,0,2,7.9,0.00045,1.02
5569,AFR J MAR SCI,1814-232X,770,1,1.253,0.122,49,6.6,0.00156,0.376
5570,ANNU REV RESOUR ECON,1941-1340,197,1,1.824,0,25,4.7,0.00201,1.172
5571,ARCH ANIM NUTR,1745-039X,714,1,1.199,0.143,35,8.7,0.00097,0.329
5572,ASIAN NURS RES,1976-1317,138,1,0.77,0.114,44,3.5,0.00043,0.213
5573,BEHAV MED,0896-4289,594,1,1.484,0.294,17,>10.0,0.00072,0.494
5574,CCAMLR SCI,1023-4063,185,1,1,0.5,4,8.5,0.0003,0.359
5575,COLOR RES APPL,0361-2317,1282,1,1.137,0.222,63,>10.0,0.00109,0.303
5576,COMM APP MATH COM SC,1559-3940,160,1,3.111,1,4,4.6,0.00138,2.403
5577,COMMENT INORG CHEM,0260-3594,470,1,2.256,0.2,10,>10.0,0.00048,0.697
5578,CONCEPT MAGN RESON A,1546-6086,362,1,1.22,0.2,5,7.4,0.00083,0.478
5579,CONDOR,0010-5422,4580,1,1.309,0.529,51,>10.0,0.00299,0.422
5580,ENT-EAR NOSE THROAT,0145-5613,1411,1,0.987,0.02,49,>10.0,0.00144,0.302
5581,ETHNIC DIS,1049-510X,1891,1,1.208,0.722,18,8.5,0.00307,0.421
5582,EUR J MASS SPECTROM,1469-0667,545,1,0.95,0.233,43,6,0.00135,0.304
5583,EXPLORE-NY,1550-8307,392,1,1.349,0.244,41,4.8,0.00121,0.395
5584,FIXED POINT THEOR-RO,1583-5022,345,1,1.033,0.106,47,4.4,0.00078,0.228
5585,FOLIA BIOL-PRAGUE,0015-5500,459,1,1.079,0.078,51,6.9,0.00067,0.238
5586,FOLIA MICROBIOL,0015-5632,1407,1,1.009,0.23,74,9.1,0.0018,0.255
5587,FRONT MATER SCI,2095-025X,113,1,,0.048,42,2.5,0.00039,
5588,GEOL Q,1641-7291,511,1,1,0.088,57,7.5,0.00082,0.233
5589,GEOTECH LETT,2049-825X,94,1,1.1,0.119,42,,0.00081,0.636
5590,HYLE,1433-5158,81,1,0.852,0,7,,0.00013,0.306
5591,IEEE T SEMICONDUCT M,0894-6507,1088,1,0.933,0.083,60,9.2,0.00147,0.28
5592,INT J ANAL CHEM,1687-8760,121,1,,0.3,20,3.5,0.00046,
5593,INT J CRIT INFR PROT,1874-5482,118,1,1.392,0.1,20,4.4,0.00057,0.48
5594,INT J DOC ANAL RECOG,1433-2833,355,1,1.078,0.111,27,7.6,0.00083,0.451
5595,J AEROS COMP INF COM,1940-3151,140,1,0.652,,0,6.7,0.00036,0.249
5596,J APIC SCI,1643-4439,218,1,0.886,0.111,27,5.2,0.0004,0.191
5597,J ETHNOBIOL,0278-0771,289,1,1.254,0.1,20,10,0.00038,0.336
5598,J EXP THEOR ARTIF IN,0952-813X,271,1,0.748,0.533,30,8.3,0.00031,0.163
5599,J PHARM INNOV,1872-5120,177,1,1.13,0.219,32,4.5,0.00041,0.24
5600,J SURV ENG,0733-9453,320,1,1.054,0.174,23,7.5,0.00066,0.375
5601,MEMET COMPUT,1865-9284,123,1,,0,20,3.8,0.00055,
5602,OCEANOLOGIA,0078-3234,675,1,1.346,0.283,46,8.1,0.00107,0.352
5603,OFIOLITI,0391-2612,351,1,1.222,0,6,>10.0,0.00028,0.394
5604,REAL-TIME SYST,0922-6443,513,1,1.148,0.25,20,9.6,0.00073,0.422
5605,SOLVENT EXTR RES DEV,1341-7215,189,1,0.875,0.385,26,5.5,0.00025,0.152
5606,STATA J,1536-867X,2195,1,3.168,0.073,55,7.9,0.00644,2.002
5607,UROLITHIASIS,2194-7228,92,1,1,0.225,71,,0.00027,0.238
5608,VASA,0301-1526,644,1,0.892,0.242,62,6.9,0.00136,0.28
5609,J MATER ENG PERFORM,1059-9495,2935,0.998,1.08,0.159,522,5.3,0.00666,0.292
