Rank,Abbreviated Journal Title,ISSN,Total Cites,Impact Factor,5-Year Impactor Factor,Immediacy Index,Articles,Cited Half-life,EigenfactorTM Score,Article InfluenceTM Score
4337,J CELL BIOL,0021-9525,71070,10.264,9.947,1.984,316,>10.0,0.18652,5.575
4338,J CELL MOL MED,1582-1838,5774,4.125,4.483,0.836,238,3.1,0.02603,1.371
4339,J CELL PHYSIOL,0021-9541,15144,3.874,4.058,1.07,369,5.8,0.04534,1.353
4340,J CELL PLAST,0021-955X,388,0.776,1.31,0.107,28,7.2,0.00074,0.32
4341,J CELL SCI,0021-9533,38674,6.111,6.401,1.127,402,7.5,0.12109,3.009
4342,J CENT SOUTH UNIV T,1005-9784,631,0.364,0.331,0.045,314,4.3,0.00176,0.073
4343,J CERAM PROCESS RES,1229-9162,457,0.386,0.464,0.018,221,3.9,0.00148,0.122
4344,J CERAM SOC JPN,1882-0743,1836,0.736,0.765,0.149,188,5.7,0.00478,0.21
4345,J CEREAL SCI,0733-5210,4339,2.073,2.863,0.27,122,7.8,0.00779,0.725
4346,J CEREBR BLOOD F MET,0271-678X,12737,5.008,5.467,1.14,222,8,0.03023,1.853
4347,J CHEM CRYSTALLOGR,1074-1542,1160,0.566,0.663,0.147,347,5.9,0.00183,0.122
4348,J CHEM ECOL,0098-0331,8576,2.657,2.76,0.289,152,>10.0,0.013,0.829
4349,J CHEM EDUC,0021-9584,6089,0.739,0.763,0.159,353,>10.0,0.00367,0.127
4350,J CHEM ENG DATA,0021-9568,13268,1.693,1.965,0.352,708,6.8,0.02478,0.454
4351,J CHEM ENG JPN,0021-9592,2068,0.622,0.58,0.119,134,>10.0,0.00209,0.147
4352,J CHEM INF MODEL,1549-9596,11209,4.675,4.305,0.595,289,6.3,0.01702,0.766
4353,J CHEM NEUROANAT,0891-0618,1762,2.435,2.073,0.345,58,8.5,0.00283,0.628
4354,J CHEM PHYS,0021-9606,182373,3.333,3.238,0.835,2637,>10.0,0.23281,0.992
4355,J CHEM RES,1747-5198,2445,0.633,0.622,0.113,204,>10.0,0.00205,0.103
4356,J CHEM SCI,0974-3626,765,1.177,1.241,0.097,103,3.7,0.00267,0.327
4357,J CHEM SOC PAKISTAN,0253-5106,630,1.377,0.676,0.038,158,2.3,0.00042,0.034
4358,J CHEM TECHNOL BIOT,0268-2575,6388,2.168,2.27,0.398,201,7.8,0.01042,0.532
4359,J CHEM THEORY COMPUT,1549-9618,8327,5.215,5.673,1.145,413,3.1,0.04017,1.716
4360,J CHEM THERMODYN,0021-9614,5451,2.422,2.173,0.531,271,6.8,0.0105,0.542
4361,J CHEMINFORMATICS,1758-2946,179,3.419,3.419,1.42,50,1.5,0.00046,0.805
4362,J CHEMOMETR,0886-9383,2422,1.952,1.976,0.273,66,8.9,0.00347,0.566
4363,J CHEMOTHERAPY,1120-009X,1167,1.084,0.97,0.172,64,6.6,0.00293,0.295
4364,J CHIL CHEM SOC,0717-9324,398,0.448,0.634,0.061,98,4,0.00102,0.123
4365,J CHILD ADOL PSYCHOP,1044-5463,1913,2.884,2.886,0.29,62,5.8,0.00469,0.747
4366,J CHILD HEALTH CARE,1367-4935,260,0.75,,0.083,36,5.2,0.0008,
4367,J CHILD NEUROL,0883-0738,4762,1.748,1.821,0.391,233,6.5,0.01158,0.546
4368,J CHILD PSYCHOL PSYC,0021-9630,12042,4.281,6.104,1.306,121,8.4,0.02762,2.302
4369,J CHIN CHEM SOC-TAIP,0009-4536,1413,0.678,0.695,0.109,138,5.8,0.00268,0.142
4370,J CHIN INST ENG,0253-3839,315,0.295,0.254,0.011,93,6.3,0.00082,0.077
4371,J CHIN MED ASSOC,1726-4901,686,0.787,,0.218,110,4.3,0.00225,
4372,J CHROMATOGR A,0021-9673,60179,4.531,4.362,0.622,1104,7,0.0986,0.921
4373,J CHROMATOGR B,1570-0232,21252,2.888,3.057,0.301,548,7.2,0.03899,0.75
4374,J CHROMATOGR SCI,0021-9665,1657,0.884,0.955,0.153,131,8.9,0.00285,0.234
4375,J CIRCUIT SYST COMP,0218-1266,270,0.281,0.263,0.041,98,7.1,0.00071,0.094
4376,J CIV ENG MANAG,1392-3730,429,2.171,,0.088,57,2.8,0.00097,
4377,J CLASSIF,0176-4268,630,0.719,1.413,0.05,20,>10.0,0.0013,0.945
4378,J CLEAN PROD,0959-6526,4187,2.727,2.713,0.396,230,4.5,0.0117,0.637
4379,J CLIMATE,0894-8755,25403,4.097,5.306,0.734,413,7.3,0.08804,2.474
4380,J CLIN ANESTH,0952-8180,1822,1.213,1.354,0.278,90,8.7,0.00326,0.408
4381,J CLIN APHERESIS,0733-2459,627,1.933,1.657,0.12,50,6.2,0.00121,0.363
4382,J CLIN BIOCHEM NUTR,0912-0009,762,1.975,1.895,0.545,77,3.2,0.00257,0.421
4383,J CLIN DENSITOM,1094-6950,963,1.295,1.986,0.333,63,5,0.00352,0.663
4384,J CLIN ENDOCR METAB,0021-972X,65397,5.967,6.374,1.287,704,8,0.12838,2.002
4385,J CLIN EPIDEMIOL,0895-4356,13767,4.271,4.354,1.053,152,>10.0,0.02529,1.744
4386,J CLIN EXP NEUROPSYC,1380-3395,4135,2.133,2.481,0.33,106,9.6,0.00682,0.789
4387,J CLIN GASTROENTEROL,0192-0790,5752,3.159,2.741,0.665,185,6.6,0.01359,0.816
4388,J CLIN HYPERTENS,1524-6175,1421,1.83,,0.776,116,4,0.00503,
4389,J CLIN IMMUNOL,0271-9142,2983,3.077,3.371,0.536,125,5.5,0.00879,1.068
4390,J CLIN INVEST,0021-9738,91498,13.069,15.43,2.694,402,9.4,0.21856,6.944
4391,J CLIN LAB ANAL,0887-8013,895,1.384,1.134,0.067,75,7.8,0.00182,0.31
4392,J CLIN LIPIDOL,1933-2874,323,1.583,1.476,0.902,51,2.3,0.00132,0.384
4393,J CLIN MICROBIOL,0095-1137,53523,4.153,4.399,0.836,813,8.3,0.09031,1.281
4394,J CLIN MONIT COMPUT,1387-1307,560,0.887,,0.087,46,6,0.00142,
4395,J CLIN NEUROL,1738-6586,249,1.691,,0.075,40,3.2,0.00136,
4396,J CLIN NEUROPHYSIOL,0736-0258,2449,1.451,1.696,0.349,83,>10.0,0.00302,0.525
4397,J CLIN NEUROSCI,0967-5868,3281,1.247,1.271,0.208,423,4.4,0.01074,0.37
4398,J CLIN NURS,0962-1067,4264,1.118,1.61,0.165,351,4.9,0.01091,0.384
4399,J CLIN ONCOL,0732-183X,120262,18.372,16.762,4.217,729,5.2,0.3945,5.548
4400,J CLIN PATHOL,0021-9746,9940,2.306,2.455,0.332,199,9.5,0.01734,0.794
4401,J CLIN PEDIATR DENT,1053-4628,542,0.444,,0.019,52,8.7,0.00083,
4402,J CLIN PERIODONTOL,0303-6979,8327,2.996,3.83,0.912,159,8.6,0.01204,0.943
4403,J CLIN PHARM THER,0269-4727,1528,1.57,1.749,0.329,85,6.3,0.00349,0.471
4404,J CLIN PHARMACOL,0091-2700,5696,2.911,3.011,0.776,170,7,0.01156,0.858
4405,J CLIN PSYCHIAT,0160-6689,17719,5.799,5.664,0.862,189,7.5,0.03655,1.693
4406,J CLIN PSYCHOPHARM,0271-0749,5078,4.098,4.758,0.612,98,7.1,0.01088,1.328
4407,J CLIN SLEEP MED,1550-9389,1323,3.232,,0.316,79,3.8,0.00709,
4408,J CLIN ULTRASOUND,0091-2751,1661,0.806,0.924,0.132,114,>10.0,0.00262,0.27
4409,J CLIN VIROL,1386-6532,5604,3.969,3.453,0.613,212,4.2,0.02059,1.05
4410,J CLUST SCI,1040-7278,671,0.916,1.124,0.155,58,5.9,0.00145,0.265
4411,J COASTAL RES,0749-0208,3732,0.766,0.775,0.291,175,7.8,0.00912,0.273
4412,J COAT TECHNOL RES,1547-0091,339,1.121,1.256,0.195,82,2.9,0.00144,0.318
4413,J COGNITIVE NEUROSCI,0898-929X,13811,5.175,6.268,1,320,6.8,0.04203,2.516
4414,J COLD REG ENG,0887-381X,104,0.188,0.357,0.083,12,>10.0,0.00012,0.151
4415,J COLLOID INTERF SCI,0021-9797,42700,3.07,3.263,0.64,1046,7.8,0.07086,0.835
4416,J COMB CHEM,1520-4766,3046,3.408,2.893,,0,4.5,0.00837,0.668
4417,J COMB DES,1063-8539,304,0.62,0.519,0.088,34,7.7,0.00222,0.64
4418,J COMB OPTIM,1382-6905,422,0.664,0.71,0.103,87,6.1,0.00236,0.46
4419,J COMB THEORY A,0097-3165,1706,0.826,0.809,0.292,168,>10.0,0.00959,1.026
4420,J COMB THEORY B,0095-8956,1898,0.892,1.063,0.214,28,>10.0,0.00924,1.519
4421,J COMMUN DISORD,0021-9924,1234,1.76,1.994,0.15,60,9.7,0.00184,0.601
4422,J COMMUN HEALTH NURS,0737-0016,245,0.775,0.915,0,20,8,0.0005,0.287
4423,J COMMUN NETW-S KOR,1229-2370,135,0.291,0.237,0.041,73,5.6,0.0005,0.094
4424,J COMMUN TECHNOL EL+,1064-2269,819,0.383,0.325,0.099,191,9.7,0.0014,0.086
4425,J COMP NEUROL,0021-9967,35443,3.808,4.114,1.173,197,>10.0,0.04653,1.615
4426,J COMP PATHOL,0021-9975,2756,1.647,1.862,0.28,100,>10.0,0.00387,0.503
4427,J COMP PHYSIOL A,0340-7594,4569,2.011,2.105,0.491,106,>10.0,0.0072,0.789
4428,J COMP PHYSIOL B,0174-1578,2763,1.966,2.097,0.577,97,8.7,0.0064,0.738
4429,J COMP PSYCHOL,0735-7036,2415,1.725,2.319,0.22,50,>10.0,0.00367,0.883
4430,J COMPLEMENT MED,1446-8263,7,0.02,,,0,,0.00001,
4431,J COMPLEXITY,0885-064X,580,1.099,1.074,0.086,35,8.4,0.00281,0.751
4432,J COMPOS CONSTR,1090-0268,1340,1.021,1.498,0.16,94,7.2,0.00312,0.513
4433,J COMPOS MATER,0021-9983,3685,1.068,1.279,0.189,233,>10.0,0.00656,0.433
4434,J COMPUT ACOUST,0218-396X,251,0.381,0.5,0.05,20,>10.0,0.00069,0.301
4435,J COMPUT AID MOL DES,0920-654X,3524,3.386,3.665,0.655,87,8.9,0.00487,0.786
4436,J COMPUT ANAL APPL,1521-1398,201,0.417,0.412,0.285,123,3.3,0.00068,0.153
4437,J COMPUT APPL MATH,0377-0427,6991,1.112,1.228,0.166,511,6,0.03099,0.603
4438,J COMPUT ASSIST TOMO,0363-8715,5308,1.221,1.417,0.187,134,>10.0,0.00749,0.483
4439,J COMPUT BIOL,1066-5277,2503,1.546,1.727,0.279,129,7.8,0.00754,0.806
4440,J COMPUT CHEM,0192-8651,22334,4.583,4.795,1.076,343,8.4,0.03476,1.516
4441,J COMPUT CIVIL ENG,0887-3801,806,1.337,1.371,0.159,44,7.8,0.00221,0.543
4442,J COMPUT ELECTRON,1569-8025,319,1.211,,0.075,40,4,0.00176,
4443,J COMPUT GRAPH STAT,1061-8600,2068,1.056,1.915,0.5,54,>10.0,0.00763,1.681
4444,J COMPUT INF SCI ENG,1530-9827,342,0.511,0.753,0.103,39,6,0.00097,0.241
4445,J COMPUT INFORM SYST,0887-4417,429,0.822,0.795,0.048,42,6.1,0.00081,0.167
4446,J COMPUT MATH,0254-9409,617,0.978,1.112,0.282,39,6,0.00403,0.821
4447,J COMPUT NEUROSCI,0929-5313,1574,2.51,2.453,0.756,86,6.3,0.00572,1.093
4448,J COMPUT NONLIN DYN,1555-1423,296,0.827,1.171,0.186,70,3.5,0.00257,0.584
4449,J COMPUT PHYS,0021-9991,25196,2.31,2.877,0.449,445,>10.0,0.05815,1.37
4450,J COMPUT SCI TECH-CH,1000-9000,395,0.564,0.498,0.033,92,4.5,0.0019,0.202
4451,J COMPUT SYS SC INT+,1064-2307,146,0.168,0.193,0,83,5,0.00033,0.037
4452,J COMPUT SYST SCI,0022-0000,2393,1.157,1.163,0.365,74,>10.0,0.00528,0.954
4453,J COMPUT THEOR NANOS,1546-1955,1126,0.912,0.871,0.099,332,2.9,0.00533,0.251
4454,J CONCHOL,0022-0019,250,0.54,0.574,0.042,24,>10.0,0.00031,0.154
4455,J CONSTR ENG M ASCE,0733-9364,2172,0.818,1.102,0.102,127,8.2,0.00357,0.314
4456,J CONSTR STEEL RES,0143-974X,2097,1.251,1.285,0.222,176,6.2,0.00703,0.501
4457,J CONTAM HYDROL,0169-7722,3595,2.324,2.541,0.495,99,8.6,0.00684,0.799
4458,J CONTEMP MATH ANAL+,1068-3623,49,0.176,,0.056,36,,0.00033,
4459,J CONTEMP PHYS-ARME+,1068-3372,67,0.224,,0.037,54,,0.00013,
4460,J CONTIN EDUC HEALTH,0894-1912,812,1.521,2.416,0.933,45,5.3,0.00268,0.74
4461,J CONTIN EDUC NURS,0022-0124,566,1.054,,0.088,57,5.1,0.00146,
4462,J CONTROL RELEASE,0168-3659,26071,5.732,7.112,0.915,331,6.7,0.04644,1.649
4463,J CONVEX ANAL,0944-6532,427,0.823,0.816,0.127,55,5.3,0.00329,0.621
4464,J COORD CHEM,0095-8972,3037,1.547,1.143,0.399,368,3.4,0.00474,0.153
4465,J COSMET DERMATOL-US,1473-2130,428,0.98,,0.061,49,4.4,0.00137,
4466,J COSMET LASER THER,1476-4172,420,0.978,,0.255,51,4.7,0.00112,
4467,J COSMET SCI,1525-7886,309,0.277,0.351,0,15,7.7,0.00043,0.072
4468,J COSMOL ASTROPART P,1475-7516,11113,5.723,5.107,1.96,446,3,0.05671,1.861
4469,J CRANIO MAXILL SURG,1010-5182,2112,1.643,1.984,0.241,116,7.9,0.00345,0.486
4470,J CRANIOFAC SURG,1049-2275,3147,0.822,0.986,0.057,610,5.4,0.00823,0.262
4471,J CRIT CARE,0883-9441,1661,2.134,2.365,0.433,134,4.1,0.00625,0.811
4472,J CROHNS COLITIS,1873-9946,522,2.566,2.59,0.355,93,2,0.00266,0.769
4473,J CRUSTACEAN BIOL,0278-0372,1869,1.116,1.107,0.16,81,>10.0,0.00211,0.314
4474,J CRYPTOL,0933-2790,684,1.25,1.553,0.12,25,>10.0,0.00189,1.097
4475,J CRYST GROWTH,0022-0248,23778,1.726,1.71,0.275,1025,7.8,0.04213,0.49
4476,J CULT HERIT,1296-2074,778,1.079,1.366,0.081,62,5.3,0.00223,0.387
4477,J CUTAN MED SURG,1203-4754,574,0.98,1.023,0.133,15,7.5,0.00126,0.309
4478,J CUTAN PATHOL,0303-6987,3249,1.561,1.582,0.49,155,6.4,0.00761,0.44
4479,J CYST FIBROS,1569-1993,1405,3.19,2.626,0.926,95,3.7,0.00529,0.842
4480,J CYTOL,0970-9371,62,0.311,,0,34,,0.00011,
4481,J DAIRY RES,0022-0299,2552,1.566,1.724,0.232,69,>10.0,0.00321,0.502
4482,J DAIRY SCI,0022-0302,27764,2.564,2.903,0.412,639,9.7,0.03166,0.592
4483,J DATABASE MANAGE,1063-8016,175,0.875,0.779,0.188,16,6.6,0.0003,0.193
4484,J DENT,0300-5712,4189,2.947,2.75,0.353,136,6.4,0.00906,0.702
4485,J DENT EDUC,0022-0337,1987,0.906,,0.25,148,7.3,0.00238,
4486,J DENT RES,0022-0345,13611,3.486,4.102,0.715,207,9.9,0.02171,1.248
4487,J DENT SCI,1991-7902,22,0.222,,0.025,40,,0.00005,
4488,J DERMATOL,0385-2407,2007,1.493,1.366,0.176,136,7.3,0.00444,0.391
4489,J DERMATOL SCI,0923-1811,2745,3.718,3.611,0.644,90,5.5,0.00762,1.047
4490,J DERMATOL TREAT,0954-6634,847,1.234,1.394,0.214,56,5.6,0.00221,0.371
4491,J DEV BEHAV PEDIATR,0196-206X,2684,2.135,3.02,0.22,82,7.4,0.00695,1.062
4492,J DEV ORIG HLTH DIS,2040-1744,90,1.556,1.556,0.452,42,,0.00047,0.572
4493,J DIABETES COMPLICAT,1056-8727,1625,2.032,2.141,0.344,64,7,0.00346,0.601
4494,J DIABETES INVEST,2040-1116,77,1.861,1.861,0.141,64,,0.00031,0.474
4495,J DIFFER EQU APPL,1023-6198,805,0.8,0.884,0.103,126,6.3,0.003,0.395
4496,J DIFFER EQUATIONS,0022-0396,6934,1.277,1.515,0.256,312,9.8,0.03277,1.264
4497,J DIFFER GEOM,0022-040X,2744,1.583,1.544,0.214,42,>10.0,0.00985,2.262
4498,J DIGEST DIS,1751-2972,327,1.589,,0.176,74,2.7,0.00159,
4499,J DIGIT IMAGING,0897-1889,743,1.255,1.219,0.049,123,5.5,0.00153,0.264
4500,J DISP TECHNOL,1551-319X,953,2.28,2.258,0.369,103,3.7,0.00513,0.828
4501,J DISPER SCI TECHNOL,0193-2691,1466,0.56,0.697,0.088,250,5.9,0.00323,0.169
4502,J DRUG DELIV SCI TEC,1773-2247,298,0.679,0.643,0.169,59,4.4,0.00078,0.138
4503,J DRUG TARGET,1061-186X,2391,2.696,3.018,0.309,97,6,0.0049,0.686
4504,J DRUGS DERMATOL,1545-9616,1541,1.566,,0.111,180,3.8,0.00567,
4505,J DTSCH DERMATOL GES,1610-0379,1078,1.471,,0.441,102,3.5,0.00389,
4506,J DYN CONTROL SYST,1079-2724,166,0.426,0.459,0,23,8.4,0.00083,0.333
4507,J DYN DIFFER EQU,1040-7294,660,0.733,1.247,0.033,30,9.5,0.00341,1.092
4508,J DYN SYST-T ASME,0022-0434,2212,0.802,1.006,0.072,111,>10.0,0.00427,0.467
4509,J EARTH SCI-CHINA,1674-487X,87,0.312,0.312,0.053,76,,0.00048,0.099
4510,J EARTH SYST SCI,0253-4126,431,0.82,1.147,0.057,88,3.9,0.00237,0.431
4511,J EARTHQ ENG,1363-2469,673,0.59,0.827,0.154,39,7.2,0.00314,0.558
4512,J EARTHQ TSUNAMI,1793-4311,22,0.317,0.289,0,30,,0.00016,0.118
4513,J ECOL,0022-0477,12765,5.044,6.02,1.013,152,>10.0,0.02788,2.386
4514,J ECON ENTOMOL,0022-0493,9296,1.699,1.709,0.233,266,>10.0,0.01174,0.47
4515,J ECONOMETRICS,0304-4076,8523,1.349,2.496,0.621,140,>10.0,0.03639,2.833
4516,J ECT,1095-0680,908,1.536,1.463,0.31,84,5.9,0.00149,0.274
4517,J ELASTICITY,0374-3535,1351,1.11,1.41,0.191,68,>10.0,0.00316,0.811
4518,J ELASTOM PLAST,0095-2443,221,0.639,0.805,0.067,30,7.2,0.0004,0.183
4519,J ELECTR ENG TECHNOL,1975-0102,187,0.579,,0.15,120,2.6,0.00082,
4520,J ELECTR ENG-SLOVAK,1335-3632,159,0.37,,0.067,60,4.8,0.00063,
4521,J ELECTROANAL CHEM,1572-6657,22586,2.905,2.731,0.526,409,>10.0,0.02009,0.672
4522,J ELECTROCARDIOL,0022-0736,1503,1.141,1.073,0.472,127,6.6,0.00334,0.31
4523,J ELECTROCERAM,1385-3449,2151,1.194,1.24,0.036,56,5.9,0.00739,0.452
4524,J ELECTROCHEM SOC,0013-4651,48521,2.59,2.793,0.527,1093,>10.0,0.073,0.799
4525,J ELECTROMAGNET WAVE,0920-5071,2256,2.965,1.594,0.345,229,2.5,0.00776,0.38
4526,J ELECTROMYOGR KINES,1050-6411,2715,1.969,2.269,0.293,147,6.5,0.00614,0.604
4527,J ELECTRON IMAGING,1017-9909,989,0.647,0.694,0.125,72,7.5,0.00176,0.22
4528,J ELECTRON MATER,0361-5235,5098,1.466,1.475,0.196,368,6.1,0.01415,0.467
4529,J ELECTRON MICROSC,0022-0744,1009,1.31,1.139,0.132,68,9.7,0.00217,0.511
4530,J ELECTRON PACKAGING,1043-7398,667,0.694,0.839,0.034,58,7.8,0.00179,0.342
4531,J ELECTRON SPECTROSC,0368-2048,3710,1.958,1.482,0.469,98,>10.0,0.00706,0.621
4532,J ELECTRON TEST,0923-8174,237,0.468,0.485,0.034,59,7.4,0.00076,0.201
4533,J ELECTROSTAT,0304-3886,1911,1.08,1.29,0.141,92,8.6,0.00434,0.457
4534,J ELEMENTOL,1644-2296,131,0.378,,0.047,43,3.4,0.00025,
4535,J EMERG MED,0736-4679,2612,1.306,1.261,0.216,231,7.6,0.00614,0.411
4536,J EMERG NURS,0099-1767,572,0.503,0.527,0.188,48,7.1,0.00126,0.155
4537,J EMPIR RES HUM RES,1556-2646,202,1.267,,0.487,39,3.1,0.00157,
4538,J ENDOCRINOL,0022-0795,9881,3.548,3.175,0.788,132,9,0.0188,1.011
4539,J ENDOCRINOL INVEST,0391-4097,3491,1.566,1.713,0.184,201,7.2,0.00723,0.498
4540,J ENDODONT,0099-2399,8870,2.88,2.999,0.475,303,6.1,0.01479,0.571
4541,J ENDOUROL,0892-7790,4335,1.847,1.748,0.313,291,4.3,0.01405,0.488
4542,J ENDOVASC THER,1526-6028,2571,2.856,2.886,0.918,85,5.3,0.00789,0.871
4543,J ENERG ENG-ASCE,0733-9402,104,0.483,0.659,0,22,5.1,0.00034,0.207
4544,J ENERG MATER,0737-0652,214,0.778,0.78,0.182,22,8.4,0.00032,0.21
4545,J ENERG RESOUR-ASME,0195-0738,494,0.554,0.599,0.182,33,>10.0,0.0007,0.194
4546,J ENERGY INST,1743-9671,167,0.589,0.731,0.125,32,4.3,0.00062,0.174
4547,J ENERGY SOUTH AFR,1021-447X,33,0.214,,0,23,,0.00015,
4548,J ENG DESIGN,0954-4828,394,0.928,1.118,0.25,40,5.9,0.00099,0.318
4549,J ENG EDUC,1069-4730,888,1.569,2.02,0.708,24,6.8,0.00131,0.485
4550,J ENG FIBER FABR,1558-9250,107,0.889,1.071,0,33,3.4,0.0005,0.277
4551,J ENG GAS TURB POWER,0742-4795,2324,0.679,0.842,0.114,229,9.2,0.00477,0.31
4552,J ENG MATER-T ASME,0094-4289,1862,0.954,1.107,0.188,80,>10.0,0.00331,0.537
4553,J ENG MATH,0022-0833,1052,0.856,0.863,0.361,72,8.8,0.00331,0.495
4554,J ENG MECH-ASCE,0733-9399,4971,0.99,1.144,0.163,92,>10.0,0.00827,0.653
4555,J ENG TECHNOL,****-****,26,0.2,0.191,0,7,,0.00008,0.09
4556,J ENG TECHNOL MANAGE,0923-4748,568,1.032,1.933,0.056,18,8.7,0.00098,0.601
4557,J ENG THERMOPHYS-RUS,1810-2328,32,0.259,,0,45,,0.00016,
4558,J ENHANC HEAT TRANSF,1065-5131,194,0.275,0.548,0.024,42,8.4,0.00041,0.179
4559,J ENTOMOL RES SOC,1302-0250,43,0.365,,0.026,39,,0.00014,
4560,J ENTOMOL SCI,0749-8004,601,0.319,0.404,0.2,35,>10.0,0.00073,0.148
4561,J ENVIRON BIOL,0254-8704,835,0.64,0.645,0.049,123,4.6,0.00164,0.112
4562,J ENVIRON ENG GEOPH,1083-1363,268,0.794,0.851,0.133,15,6.6,0.00078,0.375
4563,J ENVIRON ENG LANDSC,1648-6897,265,1.958,,0.167,36,2.8,0.00043,
4564,J ENVIRON ENG SCI,1496-2551,431,,1.034,,0,6.1,0.00124,0.329
4565,J ENVIRON ENG-ASCE,0733-9372,3692,1.312,1.214,0.182,137,9.7,0.00501,0.352
4566,J ENVIRON HEALTH,0022-0892,423,0.803,1,0.175,40,5.9,0.00103,0.27
4567,J ENVIRON INFORM,1726-2135,216,2.533,1.248,0.381,21,2.7,0.00071,0.332
4568,J ENVIRON MANAGE,0301-4797,7426,3.245,3.161,0.443,341,4.3,0.02361,0.887
4569,J ENVIRON MONITOR,1464-0325,3800,1.991,2.245,0.318,371,5.4,0.01062,0.649
4570,J ENVIRON PATHOL TOX,0731-8898,710,1,1.298,0.065,31,>10.0,0.00107,0.346
4571,J ENVIRON PROT ECOL,1311-5065,137,0.102,,0.05,140,4.9,0.0002,
4572,J ENVIRON QUAL,0047-2425,12526,2.324,2.785,0.637,204,9.2,0.01928,0.868
4573,J ENVIRON RADIOACTIV,0265-931X,3017,1.339,1.528,0.305,141,7.3,0.00664,0.48
4574,J ENVIRON SCI HEAL A,1093-4529,2704,1.19,1.344,0.185,200,5.7,0.00651,0.339
4575,J ENVIRON SCI HEAL B,0360-1234,1135,0.886,1.04,0.106,94,6.2,0.00244,0.255
4576,J ENVIRON SCI HEAL C,1059-0501,396,5.16,5.623,0.25,12,4,0.00145,1.49
4577,J ENVIRON SCI MANAG,0119-1144,13,0.182,,0,16,,0.00005,
4578,J ENVIRON SCI-CHINA,1001-0742,2771,1.66,1.855,0.124,282,3.7,0.00979,0.428
4579,J ENZYM INHIB MED CH,1475-6366,1531,1.617,1.507,0.349,106,4.4,0.00336,0.3
4580,J EPIDEMIOL,0917-5040,1136,1.858,2.025,0.234,64,6.6,0.00276,0.615
4581,J EPIDEMIOL COMMUN H,0143-005X,9341,3.192,3.839,0.775,173,7.6,0.02344,1.445
4582,J EQUINE VET SCI,0737-0806,576,0.671,0.748,0.132,91,6.9,0.00119,0.186
4583,J ESSENT OIL BEAR PL,0972-060X,222,0.29,,0.019,53,4.4,0.0005,
4584,J ESSENT OIL RES,1041-2905,2183,0.412,0.609,0.09,78,9.6,0.00198,0.124
4585,J ESTHET RESTOR DENT,1496-4155,436,0.986,,0.028,36,6.1,0.00129,
4586,J ETHNOBIOL ETHNOMED,1746-4269,719,2.392,,0.39,41,4.4,0.00202,
4587,J ETHNOPHARMACOL,0378-8741,21075,3.014,3.728,0.344,756,6.8,0.02487,0.586
4588,J ETHOL,0289-0771,627,1.183,1.2,0.309,68,5.6,0.00206,0.423
4589,J EUKARYOT MICROBIOL,1066-5234,2506,2.659,2.097,0.439,66,7.7,0.00531,0.698
4590,J EUR ACAD DERMATOL,0926-9959,4037,2.98,2.757,0.639,233,4.4,0.01293,0.75
4591,J EUR CERAM SOC,0955-2219,12858,2.353,2.295,0.344,366,6.5,0.03203,0.689
4592,J EUR MATH SOC,1435-9855,505,1.404,1.453,0.547,53,4.4,0.00782,2.098
4593,J EUR OPT SOC-RAPID,1990-2573,247,1.019,1.124,0.186,59,3,0.00153,0.399
4594,J EVAL CLIN PRACT,1356-1294,1752,1.229,1.55,0.729,177,4.2,0.00604,0.468
4595,J EVOL BIOCHEM PHYS+,0022-0930,284,0.243,0.265,0.065,62,8.4,0.00036,0.053
4596,J EVOL EQU,1424-3199,298,0.883,1.036,0.103,39,5.1,0.0031,0.999
4597,J EVOLUTION BIOL,1010-061X,8003,3.276,3.689,0.594,254,5.6,0.0323,1.568
4598,J EXERC SCI FIT,1728-869X,56,0.512,,0.118,17,,0.00019,
4599,J EXOT PET MED,1557-5063,88,0.435,0.506,0.077,39,,0.00034,0.112
4600,J EXP ANAL BEHAV,0022-5002,2329,1.385,1.357,0.347,49,>10.0,0.00184,0.421
4601,J EXP BIOL,0022-0949,22583,2.996,3.301,0.787,451,8.5,0.04622,1.136
4602,J EXP BOT,0022-0957,22857,5.364,5.48,1.197,437,6.7,0.0529,1.597
4603,J EXP CLIN CANC RES,1756-9966,1703,2.148,1.988,0.342,114,3.4,0.00565,0.535
4604,J EXP MAR BIOL ECOL,0022-0981,12069,1.875,2.395,0.578,327,>10.0,0.02026,0.776
4605,J EXP MED,0022-1007,67223,13.853,14.665,3.073,220,9.2,0.18872,7.829
4606,J EXP NANOSCI,1745-8080,215,1.011,1.147,0.167,60,3.2,0.00091,0.279
4607,J EXP PSYCHOL ANIM B,0097-7403,2094,2.052,2.155,0.438,48,>10.0,0.00318,0.767
4608,J EXP PSYCHOL HUMAN,0096-1523,10323,3.061,3.759,0.408,152,>10.0,0.0162,1.52
4609,J EXP PSYCHOL LEARN,0278-7393,9071,2.854,3.436,0.459,122,>10.0,0.01687,1.682
4610,J EXP THEOR ARTIF IN,0952-813X,175,0.333,0.588,0.038,26,9.8,0.00051,0.325
4611,J EXP THEOR PHYS+,1063-7761,9932,1.028,0.867,0.289,225,>10.0,0.00701,0.343
4612,J EXP ZOOL PART A,1932-5223,996,1.642,1.612,0.239,67,5.4,0.00362,0.543
4613,J EXP ZOOL PART B,1552-5007,1026,2.416,2.523,0.36,50,4.4,0.00585,1.133
