Rank,Journal Title,ISSN,Total Cites,IF,5-Year IF,Immediacy Index,Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
5279,J PHYS CHEM C,1932-7447,78595,4.814,5.152,0.738,3283,3.4,0.34957,1.353
5280,J PHYS CHEM LETT,1948-7185,8575,6.585,6.651,1.301,632,2,0.04884,2.393
5281,J PHYS CHEM REF DATA,0047-2689,4996,3.5,3.779,0.391,23,>10.0,0.00228,1.513
5282,J PHYS CHEM SOLIDS,0022-3697,11643,1.527,1.517,0.328,274,>10.0,0.01481,0.436
5283,J PHYS D APPL PHYS,0022-3727,27614,2.528,2.357,0.474,686,6.1,0.08492,0.864
5284,J PHYS G NUCL PARTIC,0954-3899,7620,5.326,2.812,1.37,184,3.6,0.03859,1.32
5285,J PHYS OCEANOGR,0022-3670,11562,3.179,2.951,0.594,143,>10.0,0.02237,1.483
5286,J PHYS ORG CHEM,0894-3230,2626,1.578,1.601,0.359,181,6.8,0.00501,0.4
5287,J PHYS SOC JPN,0031-9015,16830,2.087,2.019,0.624,518,>10.0,0.04203,0.924
5288,J PHYS THER SCI,0915-5287,149,0.175,0.228,0.007,135,4,0.00029,0.039
5289,J PHYS-CONDENS MAT,0953-8984,37685,2.355,2.282,0.646,1137,6.9,0.12911,1.042
5290,J PHYSIOL ANTHROPOL,1880-6791,311,0.632,,0.129,31,5.2,0.00108,
5291,J PHYSIOL BIOCHEM,1138-7548,564,1.654,1.623,0.319,69,4,0.0014,0.392
5292,J PHYSIOL PHARMACOL,0867-5910,2934,2.476,2.15,0.268,82,5,0.00678,0.491
5293,J PHYSIOL SCI,1880-6546,437,1.089,1.293,0.28,50,3.9,0.00188,0.384
5294,J PHYSIOL-LONDON,0022-3751,47503,4.38,4.834,1.307,423,>10.0,0.07005,1.775
5295,J PHYSIOL-PARIS,0928-4257,1605,0.815,2.287,0.607,28,9.5,0.00256,0.929
5296,J PHYSIOTHER,1836-9553,120,2.255,2.298,0.333,24,2,0.00044,0.53
5297,J PHYTOPATHOL,0931-1785,2100,1,1.169,0.129,124,8.5,0.00352,0.33
5298,J PINEAL RES,0742-3098,4956,7.304,5.451,1.109,92,5.2,0.00742,0.847
5299,J PLANKTON RES,0142-7873,5753,2.435,2.423,0.725,91,>10.0,0.00979,0.895
5300,J PLANT BIOCHEM BIOT,0971-7811,193,0.414,0.462,0.073,41,6.3,0.00036,0.105
5301,J PLANT BIOL,1226-9239,634,0.99,1.029,0.164,55,5.5,0.00167,0.28
5302,J PLANT DIS PROTECT,1861-3829,305,0.605,0.483,0.053,19,5.7,0.00077,0.135
5303,J PLANT ECOL,1752-9921,318,1.355,2.327,0.75,44,3.8,0.00189,0.956
5304,J PLANT GROWTH REGUL,0721-7595,1449,1.99,2.797,0.418,55,7.8,0.0025,0.69
5305,J PLANT INTERACT,1742-9145,172,0.897,0.814,0.075,40,3.2,0.00062,0.192
5306,J PLANT NUTR,0190-4167,3204,0.526,0.851,0.082,158,>10.0,0.00278,0.207
5307,J PLANT NUTR SOIL SC,1436-8730,2267,1.38,2.028,0.221,104,6.5,0.00566,0.646
5308,J PLANT PATHOL,1125-4653,943,0.688,1.045,0.185,81,5.7,0.00232,0.285
5309,J PLANT PHYSIOL,0176-1617,7182,2.699,2.96,0.36,222,7,0.0132,0.722
5310,J PLANT REGIST,1936-5209,238,0.496,0.619,0.167,72,3.7,0.00104,0.162
5311,J PLANT RES,0918-9440,1596,2.059,1.793,0.377,77,6.9,0.00338,0.539
5312,J PLASMA PHYS,0022-3778,1391,0.755,0.751,0.412,85,>10.0,0.002,0.334
5313,J PLAST FILM SHEET,8756-0879,217,1.222,1.071,0.133,15,8.5,0.00021,0.214
5314,J PLAST RECONSTR AES,1748-6815,2978,1.439,1.672,0.328,320,3.5,0.0136,0.519
5315,J PLAST SURG HAND SU,2000-656X,10,0.078,0.078,0.011,91,,0.00005,0.022
5316,J POLYM ENG,0334-6447,189,0.282,0.333,0.136,66,7.2,0.00027,0.071
5317,J POLYM ENVIRON,1566-2543,1419,1.495,2.092,0.092,130,6.5,0.00238,0.444
5318,J POLYM MATER,0973-8622,179,0.134,0.192,0.125,32,9.7,0.00014,0.037
5319,J POLYM RES,1022-9760,1882,2.019,2.142,0.451,288,3.2,0.00312,0.304
5320,J POLYM SCI POL CHEM,0887-624X,23356,3.543,3.219,0.758,559,6.7,0.03687,0.661
5321,J POLYM SCI POL PHYS,0887-6266,11067,2.221,2.026,0.591,171,>10.0,0.01339,0.6
5322,J POROUS MAT,1380-2224,1140,1.348,1.242,0.119,126,6.1,0.00233,0.306
5323,J POROUS MEDIA,1091-028X,420,0.53,0.685,0.09,89,4.6,0.0012,0.175
5324,J PORPHYR PHTHALOCYA,1088-4246,1883,1.433,1.374,0.109,138,8.1,0.00291,0.301
5325,J POULT SCI,1346-7395,308,0.684,,0.1,50,5.4,0.00074,
5326,J POWER ELECTRON,1598-2092,309,0.783,0.675,0.101,109,2.7,0.00103,0.148
5327,J POWER SOURCES,0378-7753,55389,4.675,4.908,0.907,1236,5.4,0.12372,1.135
5328,J PRESS VESS-T ASME,0094-9930,1005,0.441,0.49,0.048,146,>10.0,0.00207,0.199
5329,J PROCESS CONTR,0959-1524,2881,1.805,2.285,0.2,180,6.6,0.00622,0.621
5330,J PROD INNOVAT MANAG,0737-6782,3157,1.572,3.111,0.191,89,9.6,0.00422,0.918
5331,J PROF ISS ENG ED PR,1052-3928,188,0.439,0.435,0.053,38,6.7,0.00026,0.078
5332,J PROF NURS,8755-7223,747,0.684,1.012,0.17,47,7.7,0.00113,0.265
5333,J PROPUL POWER,0748-4658,2340,0.717,0.936,0.09,145,9.1,0.00501,0.371
5334,J PROSTHET DENT,0022-3913,8396,1.724,2.104,0.066,106,>10.0,0.00567,0.536
5335,J PROSTHODONT,1059-941X,1039,0.681,,0.149,94,5.3,0.0029,
5336,J PROTEOME RES,1535-3893,17943,5.056,5.223,0.882,544,3.9,0.06714,1.457
5337,J PROTEOMICS,1874-3919,3175,4.088,4.302,0.802,486,2.2,0.01253,1.113
5338,J PSYCHIATR MENT HLT,1351-0126,1328,0.795,1.137,0.088,114,6.5,0.00246,0.27
5339,J PSYCHIATR NEUROSCI,1180-4882,2253,6.242,6.473,1.647,34,5.2,0.00696,2.157
5340,J PSYCHIATR PRACT,1527-4160,675,1.288,,0.295,44,5.7,0.00198,
5341,J PSYCHIATR RES,0022-3956,9754,4.066,4.544,0.562,226,9.3,0.02098,1.457
5342,J PSYCHOPHARMACOL,0269-8811,4318,3.374,3.441,0.949,156,4.8,0.01275,1.037
5343,J PSYCHOPHYSIOL,0269-8803,692,1,2.133,0.158,19,7.5,0.0016,0.761
5344,J PSYCHOSOC NURS MEN,0279-3695,450,0.825,0.775,0.102,59,5.9,0.0009,0.179
5345,J PSYCHOSOM OBST GYN,0167-482X,925,1.59,1.862,0,24,8.7,0.00167,0.569
5346,J PSYCHOSOM RES,0022-3999,9147,3.268,3.608,0.513,152,>10.0,0.01421,1.186
5347,J PUBLIC HEALTH DENT,0022-4006,1166,1.209,1.581,0.22,50,9.6,0.00202,0.508
5348,J PUBLIC HEALTH POL,0197-5897,671,1.478,2.039,2.324,34,4.4,0.00221,0.829
5349,J PUBLIC HEALTH-UK,1741-3842,1157,1.993,2.177,0.481,81,4.7,0.00444,0.76
5350,J PULP PAP SCI,0826-6220,734,0.68,0.537,,0,>10.0,0.00038,0.177
5351,J PURE APPL ALGEBRA,0022-4049,2403,0.534,0.601,0.159,226,>10.0,0.0139,0.741
5352,J PURE APPL MICROBIO,0973-7510,51,0.054,,0.013,300,,0.00011,
5353,J QUAL TECHNOL,0022-4065,1900,1.52,1.65,0.167,24,>10.0,0.00193,0.804
5354,J QUANT SPECTROSC RA,0022-4073,6622,2.38,2.394,0.549,244,7.4,0.01415,0.734
5355,J QUATERNARY SCI,0267-8179,3345,2.939,3.312,0.806,98,7.4,0.00923,1.323
5356,J R SOC INTERFACE,1742-5689,5016,4.907,5.165,0.806,320,3.5,0.02692,1.948
5357,J R STAT SOC A STAT,0964-1998,1951,1.361,2.292,0.5,40,>10.0,0.00628,1.713
5358,J R STAT SOC B,1369-7412,13388,4.81,5.354,0.938,32,>10.0,0.01843,5.308
5359,J R STAT SOC C-APPL,0035-9254,2515,1.253,1.469,0.359,39,>10.0,0.00362,1.065
5360,J RADIAT RES,0449-3060,1271,1.447,1.611,0.161,124,5.5,0.00323,0.439
5361,J RADIOANAL NUCL CH,0236-5731,5631,1.467,1.11,0.123,538,6.3,0.00891,0.214
5362,J RADIOL,0221-0363,792,0.354,0.56,,0,6.9,0.00136,0.124
5363,J RADIOL DIAGN INTER,2211-5706,7,,,0.069,101,,0,
5364,J RADIOL PROT,0952-4746,627,1.386,1.445,0.339,62,5.3,0.00226,0.563
5365,J RAMAN SPECTROSC,0377-0486,6968,2.679,2.587,0.571,294,5.6,0.01453,0.612
5366,J RAPTOR RES,0892-1016,608,0.728,0.712,0.182,44,>10.0,0.00063,0.169
5367,J RARE EARTH,1002-0721,2212,1.363,1.232,0.172,244,3.9,0.00584,0.251
5368,J REAL-TIME IMAGE PR,1861-8200,159,1.156,1.06,0.095,21,3.7,0.00101,0.43
5369,J RECEPT SIG TRANSD,1079-9893,617,1.63,1.406,0.349,43,6.2,0.00149,0.43
5370,J RECONSTR MICROSURG,0743-684X,1251,1,0.995,0.135,96,9.6,0.00228,0.328
5371,J REFRACT SURG,1081-597X,3223,2.474,2.606,0.669,118,5.4,0.01025,0.888
5372,J REHABIL MED,1650-1977,3024,2.134,2.535,0.352,145,5.1,0.00862,0.71
5373,J REINE ANGEW MATH,0075-4102,3853,1.083,1.253,0.433,90,>10.0,0.01519,1.855
5374,J REINF PLAST COMP,0731-6844,1881,0.902,0.973,0.161,149,5.8,0.00408,0.238
5375,J RENAL NUTR,1051-2276,1020,1.75,1.62,0.494,83,4.9,0.00258,0.407
5376,J RENEW SUSTAIN ENER,1941-7012,319,1.514,1.487,0.146,205,2.4,0.00118,0.349
5377,J RENIN-ANGIO-ALDO S,1470-3203,730,2.286,2.068,0.415,65,4.4,0.00191,0.527
5378,J REPROD DEVELOP,0916-8818,1622,1.755,1.727,0.219,105,5.4,0.00404,0.407
5379,J REPROD IMMUNOL,0165-0378,2129,2.342,2.476,0.491,55,6,0.00508,0.694
5380,J REPROD MED,0024-7758,2998,0.751,0.811,0.063,95,>10.0,0.00313,0.258
5381,J RES MED SCI,1735-1995,352,0.684,,0.071,241,2.4,0.00083,
5382,J RES NATL INST STAN,1044-677X,1701,0.81,1.12,0.053,19,>10.0,0.00113,0.486
5383,J RES PRACT INF TECH,1443-458X,63,0.222,0.36,,,,0.00018,0.118
5384,J RESIDUALS SCI TECH,1544-8053,82,0.545,0.409,0.1,20,,0.00022,0.096
5385,J RHEOL,0148-6055,4083,2.795,2.801,0.369,65,>10.0,0.00584,1.018
5386,J RHEUMATOL,0315-162X,21050,3.258,3.544,0.921,330,9.5,0.03306,1.072
5387,J ROY SOC MED,0141-0768,2885,1.717,1.457,1.283,53,>10.0,0.0037,0.588
5388,J ROY SOC NEW ZEAL,0303-6758,512,1.562,1.816,0.278,18,>10.0,0.00055,0.642
5389,J RUBBER RES,1511-1768,132,0.216,0.32,0.05,20,>10.0,0.0001,0.062
5390,J RURAL HEALTH,0890-765X,1057,1.444,1.676,0.25,48,6.4,0.0025,0.503
5391,J RUSS LASER RES,1071-2836,292,0.713,0.539,0.172,64,4.7,0.0008,0.154
5392,J S AFR I MIN METALL,2225-6253,424,0.249,,0.019,108,9.4,0.00053,
5393,J S AFR INST CIV ENG,1021-2019,38,0.296,0.31,0.042,24,,0.00008,0.082
5394,J S AFR VET ASSOC,0038-2809,540,0.273,0.451,,,>10.0,0.00044,0.108
5395,J S AM EARTH SCI,0895-9811,1642,1.533,1.567,0.212,85,8.7,0.00273,0.498
5396,J SANDW STRUCT MATER,1099-6362,232,0.5,0.88,0.057,35,5.9,0.0008,0.343
5397,J SAUDI CHEM SOC,1319-6103,246,1.288,,0.136,59,2.6,0.00051,
5398,J SCH NURS,1059-8405,377,0.69,,0.229,48,5.9,0.00073,
5399,J SCHEDULING,1094-6136,740,0.941,1.737,0.121,58,6.5,0.00313,0.939
5400,J SCHOOL HEALTH,0022-4391,1928,1.495,2.014,0.108,74,6.7,0.00442,0.598
5401,J SCI COMPUT,0885-7474,1614,1.71,1.828,0.237,118,6.7,0.00811,1.223
5402,J SCI EDUC TECHNOL,1059-0145,722,0.94,,0.157,70,6,0.00186,
5403,J SCI FOOD AGR,0022-5142,12723,1.759,1.77,0.478,418,>10.0,0.01512,0.47
5404,J SCI IND RES INDIA,0022-4456,1152,0.505,0.701,0.027,111,6.7,0.00227,0.179
5405,J SCI MED SPORT,1440-2440,2316,2.899,2.869,0.427,89,4.5,0.0071,0.856
5406,J SEA RES,1385-1101,1992,1.829,2.287,0.329,73,7.4,0.00443,0.724
5407,J SEDIMENT RES,1527-1404,3932,1.742,2.698,0.258,66,>10.0,0.00583,1.105
5408,J SEISM EXPLOR,0963-0651,80,0.209,0.2,0,19,,0.00017,0.086
5409,J SEISMOL,1383-4649,772,1.388,1.388,0.377,53,7.8,0.00219,0.638
5410,J SEMICOND TECH SCI,1598-1657,120,0.582,,0.018,55,4.1,0.00054,
5411,J SENS STUD,0887-8250,1055,2.281,1.756,0.32,50,6.9,0.00173,0.371
5412,J SEP SCI,1615-9306,8094,2.591,2.638,0.296,439,4.2,0.02547,0.66
5413,J SERB CHEM SOC,0352-5139,1229,0.912,0.934,0.155,148,5.5,0.00239,0.191
5414,J SEX MED,1743-6095,6064,3.513,3.077,0.656,337,3.2,0.01738,0.604
5415,J SHELLFISH RES,0730-8000,2564,0.865,1.188,1,110,9,0.0035,0.342
5416,J SHIP RES,0022-4502,502,0.628,0.598,0.136,22,>10.0,0.00066,0.335
5417,J SHOULDER ELB SURG,1058-2746,5817,2.319,2.746,0.302,285,6.8,0.01301,0.804
5418,J SIGNAL PROCESS SYS,1939-8018,324,0.551,0.713,0.092,109,3.2,0.00192,0.256
5419,J SLEEP RES,0962-1105,3257,3.043,3.813,0.849,86,8,0.0068,1.276
5420,J SMALL ANIM PRACT,0022-4510,2874,1.177,1.328,0.278,115,>10.0,0.00365,0.38
5421,J SOC INF DISPLAY,1071-0922,864,0.779,0.754,0.112,80,4.7,0.00315,0.251
5422,J SOC LEATH TECH CH,0144-0322,366,0.648,0.459,0.028,36,>10.0,0.00033,0.095
5423,J SOFTW MAINT EVOL-R,1532-060X,292,1.273,1.324,,0,6.3,0.00083,0.452
5424,J SOFTW-EVOL PROC,2047-7481,1,,,0.019,52,,0,
5425,J SOIL SCI PLANT NUT,0718-9516,121,0.779,,0.04,50,3,0.00041,
5426,J SOIL SEDIMENT,1439-0108,1253,1.965,2.148,0.37,146,3.1,0.00435,0.566
5427,J SOIL WATER CONSERV,0022-4561,2446,1.722,2.072,0.203,69,>10.0,0.00314,0.557
5428,J SOL ENERG-T ASME,0199-6231,1650,0.941,1.338,0.364,66,9,0.00256,0.395
5429,J SOL-GEL SCI TECHN,0928-0707,4374,1.66,1.841,0.234,312,6.3,0.00824,0.426
5430,J SOLID STATE CHEM,0022-4596,18166,2.04,2.295,0.392,513,8.9,0.02515,0.615
5431,J SOLID STATE ELECTR,1432-8488,4061,2.279,2.28,0.439,456,4.1,0.01117,0.553
5432,J SOLUTION CHEM,0095-9782,2661,1.128,1.289,0.147,163,>10.0,0.00382,0.337
5433,J SOUND VIB,0022-460X,19012,1.613,1.893,0.21,377,>10.0,0.03215,0.697
5434,J SPACECR TECHNOL,0971-1600,11,0.034,0.111,,,,0.00005,0.041
5435,J SPACECRAFT ROCKETS,0022-4650,1593,0.489,0.707,0.075,120,>10.0,0.00408,0.359
5436,J SPAT SCI,1449-8596,78,0.629,0.632,0.062,16,,0.0003,0.183
5437,J SPEC PEDIATR NURS,1539-0136,267,0.778,1.151,0.152,33,4.6,0.00088,0.316
5438,J SPEECH LANG HEAR R,1092-4388,4781,1.971,2.745,0.304,138,8.5,0.00974,0.969
5439,J SPINAL CORD MED,1079-0268,1209,1.536,1.975,0.41,61,5.6,0.00309,0.544
5440,J SPINAL DISORD TECH,1536-0652,3147,1.767,1.858,0.446,112,8.6,0.00679,0.752
5441,J SPORT EXERCISE PSY,0895-2779,2561,2.452,3.69,0.282,39,>10.0,0.00405,1.137
5442,J SPORT MANAGE,0888-4773,427,0.543,1.026,0,37,7.8,0.00057,0.213
5443,J SPORT MED PHYS FIT,0022-4707,1931,0.73,1.182,0.011,90,>10.0,0.00218,0.327
5444,J SPORT REHABIL,1056-6716,530,0.958,1.364,0.159,44,7,0.00138,0.453
5445,J SPORT SCI,0264-0414,5683,2.082,2.683,0.289,204,7.2,0.01069,0.715
5446,J SPORT SCI MED,1303-2968,963,0.885,1.319,0.1,100,5.2,0.00274,0.33
5447,J STAT COMPUT SIM,0094-9655,930,0.629,0.581,0.089,123,9.7,0.00324,0.378
5448,J STAT MECH-THEORY E,1742-5468,4216,1.866,1.922,0.584,269,4.2,0.02587,0.957
5449,J STAT PHYS,0022-4715,7258,1.4,1.441,0.392,240,>10.0,0.01663,0.868
5450,J STAT PLAN INFER,0378-3758,3205,0.713,0.784,0.084,285,7.2,0.01798,0.618
5451,J STAT SOFTW,1548-7660,2629,4.91,5.907,0.753,77,5,0.01744,3.314
5452,J STEROID BIOCHEM,0960-0760,8527,3.984,3.138,0.696,115,8.4,0.0158,0.919
5453,J STORED PROD RES,0022-474X,1904,1.347,2.046,0.377,53,9.6,0.00223,0.445
5454,J STRAIN ANAL ENG,0309-3247,811,0.881,0.979,0.146,48,9.8,0.0024,0.476
5455,J STRATEGIC INF SYST,0963-8687,743,1.5,2.433,0.55,20,8.9,0.00111,0.654
5456,J STRENGTH COND RES,1064-8011,7037,1.795,2.265,0.211,445,5,0.01301,0.414
5457,J STROKE CEREBROVASC,1052-3057,1270,1.984,,0.26,204,4.3,0.00482,
5458,J STRUCT BIOL,1047-8477,7844,3.361,3.549,0.825,211,6.8,0.02631,1.618
5459,J STRUCT CHEM+,0022-4766,1585,0.575,0.547,0.067,163,9.2,0.00206,0.126
5460,J STRUCT ENG-ASCE,0733-9445,8208,1.206,1.532,0.261,142,>10.0,0.01245,0.861
5461,J STRUCT GEOL,0191-8141,7498,2.285,2.45,0.858,134,>10.0,0.00994,0.88
5462,J STUD ALCOHOL DRUGS,1937-1888,5922,1.676,2.531,0.275,109,>10.0,0.00867,0.884
5463,J SULFUR CHEM,1741-5993,348,1.101,,0.086,58,3.9,0.00102,
5464,J SUPERCOMPUT,0920-8542,580,0.917,0.867,0.188,224,4.2,0.00147,0.228
5465,J SUPERCOND NOV MAGN,1557-1939,1070,0.702,0.667,0.237,413,2.9,0.00375,0.219
5466,J SUPERCRIT FLUID,0896-8446,6044,2.732,3.138,0.472,290,5.3,0.01322,0.702
5467,J SUPERHARD MATER+,1063-4576,220,0.723,,0.314,51,3.8,0.00066,
5468,J SURF INVEST-X-RAY+,1027-4510,308,0.359,0.339,0.005,187,3.3,0.00098,0.067
5469,J SURFACTANTS DETERG,1097-3958,919,1.515,1.669,0.16,94,6.1,0.00143,0.309
5470,J SURG EDUC,1931-7204,611,1.634,,0.26,127,3.2,0.00349,
5471,J SURG ONCOL,0022-4790,6793,2.644,2.71,0.497,296,6.2,0.01711,0.835
5472,J SURG RES,0022-4804,8531,2.018,2.123,0.328,518,6.4,0.01977,0.614
5473,J SURV ENG-ASCE,0733-9453,232,0.909,0.982,0.154,26,6.4,0.00066,0.345
5474,J SUSTAIN AGR,1044-0046,462,0.744,0.651,0.116,43,7.6,0.00084,0.183
5475,J SWINE HEALTH PROD,1537-209X,244,0.625,0.869,0.19,21,6.8,0.00053,0.247
5476,J SYMB COMPUT,0747-7171,1178,0.391,0.611,0.154,78,>10.0,0.0038,0.586
5477,J SYMBOLIC LOGIC,0022-4812,1630,0.535,0.65,0.141,71,>10.0,0.00583,0.855
5478,J SYMPLECT GEOM,1527-5256,147,0.974,1.175,0.15,20,5.2,0.00255,1.816
5479,J SYN ORG CHEM JPN,0037-9980,571,0.649,0.53,0.144,97,6.5,0.00136,0.162
5480,J SYNCHROTRON RADIAT,0909-0495,3589,2.186,2.229,0.833,144,7.5,0.01019,1.09
5481,J SYST ARCHITECT,1383-7621,408,0.724,0.765,0,32,5.1,0.0016,0.278
5482,J SYST ENG ELECTRON,1004-4132,357,0.384,0.344,0.034,116,3.9,0.00122,0.083
5483,J SYST EVOL,1674-4918,482,1.851,1.838,0.327,52,3.3,0.00265,0.611
5484,J SYST PALAEONTOL,1477-2019,427,2.25,2.714,0.75,28,4.6,0.00178,1.034
5485,J SYST SCI COMPLEX,1009-6124,211,0.263,0.419,0.043,93,4.4,0.00138,0.215
5486,J SYST SCI SYST ENG,1004-3756,181,0.632,0.743,0.04,25,5.4,0.00068,0.27
5487,J SYST SOFTWARE,0164-1212,2061,1.135,1.322,0.203,212,5.3,0.00731,0.483
5488,J TAIWAN INST CHEM E,1876-1070,755,2.084,2.072,0.394,137,2.2,0.00236,0.401
5489,J TEACH PHYS EDUC,0273-5024,607,0.776,1.132,0,23,>10.0,0.00074,0.328
5490,J TELEMED TELECARE,1357-633X,1577,1.467,1.402,0.312,96,6.5,0.00341,0.395
5491,J TERRAMECHANICS,0022-4898,365,0.803,0.853,0.037,27,7.4,0.00081,0.283
5492,J TEST EVAL,0090-3973,632,0.384,0.423,0.048,126,>10.0,0.00117,0.141
5493,J TEXT I,0040-5000,1254,0.725,0.745,0.046,151,>10.0,0.00147,0.183
5494,J TEXTURE STUD,0022-4901,1206,1.051,1.277,0.261,46,>10.0,0.00124,0.322
5495,J THEOR APP MECH-POL,1429-2955,205,0.452,0.447,0.07,71,4.9,0.00071,0.149
5496,J THEOR BIOL,0022-5193,16988,2.351,2.496,0.545,429,>10.0,0.03152,0.853
5497,J THEOR COMPUT CHEM,0219-6336,478,0.515,0.702,0.111,90,4.9,0.00119,0.172
5498,J THEOR PROBAB,0894-9840,517,0.55,0.603,0.078,51,9.7,0.00322,0.687
5499,J THERM ANAL CALORIM,1388-6150,9934,1.982,1.742,0.243,728,5.7,0.01288,0.253
5500,J THERM BIOL,0306-4565,1762,1.376,1.392,0.28,100,9.1,0.00209,0.358
5501,J THERM SCI,1003-2169,255,0.302,0.322,0.07,71,7,0.00059,0.099
5502,J THERM SCI TECH-JPN,1880-5566,80,0.239,0.332,0.077,39,,0.00037,0.11
5503,J THERM SPRAY TECHN,1059-9630,1835,1.481,1.732,0.15,133,5.6,0.00431,0.44
5504,J THERM STRESSES,0149-5739,1102,0.734,0.889,0.017,60,>10.0,0.00168,0.296
5505,J THERMOPHYS HEAT TR,0887-8722,1613,0.881,0.876,0.181,83,>10.0,0.00274,0.328
5506,J THERMOPLAST COMPOS,0892-7057,456,0.75,0.973,0.097,62,6.2,0.00091,0.235
5507,J THORAC CARDIOV SUR,0022-5223,20004,3.526,3.539,0.859,419,8,0.04895,1.358
5508,J THORAC IMAG,0883-5993,919,1.256,1.368,0.487,78,6.9,0.00197,0.413
5509,J THORAC ONCOL,1556-0864,6478,4.473,4.458,1.147,258,3,0.0326,1.424
5510,J THROMB HAEMOST,1538-7933,14645,6.081,6.176,1.17,265,5.1,0.05267,2.06
5511,J THROMB THROMBOLYS,0929-5305,1572,1.985,1.703,0.3,130,4,0.00511,0.491
5512,J TIME SER ANAL,0143-9782,1180,0.787,0.931,0.118,68,>10.0,0.00281,0.735
5513,J TISSUE ENG REGEN M,1932-6254,1470,2.826,3.699,0.902,102,3.5,0.00608,0.94
5514,J TISSUE VIABILITY,0965-206X,135,1.176,,0.125,16,4.7,0.00031,
5515,J TOPOL,1753-8416,143,0.672,0.966,0.061,33,3.6,0.00467,1.836
5516,J TOPOL ANAL,1793-5253,43,0.667,0.625,0.143,21,,0.00107,0.952
5517,J TORREY BOT SOC,1095-5674,598,0.75,0.89,0.065,31,7.4,0.0011,0.274
5518,J TOXICOL ENV HEAL A,1528-7394,3238,1.733,1.829,0.344,131,6.1,0.00729,0.489
5519,J TOXICOL ENV HEAL B,1093-7404,1101,3.896,5.058,1.053,19,5.4,0.003,1.423
5520,J TOXICOL PATHOL,0914-9198,155,0.342,,0,35,5.8,0.00029,
5521,J TOXICOL SCI,0388-1350,1201,1.38,,0.267,131,4.2,0.00311,
5522,J TRACE ELEM MED BIO,0946-672X,1237,1.959,2.32,0.25,60,6.7,0.00216,0.549
5523,J TRADIT CHIN MED,0255-2922,484,0.589,,0.053,114,9.6,0.00045,
5524,J TRANSCULT NURS,1043-6596,604,0.51,1.114,0.159,44,7.2,0.00118,0.306
5525,J TRANSL MED,1479-5876,2799,3.459,3.864,0.426,251,3.2,0.01142,1.104
5526,J TRANSP ENG-ASCE,0733-947X,1803,0.863,0.895,0.073,164,9.3,0.00277,0.332
5527,J TRAUMA,0022-5282,23277,2.348,2.942,,0,8.5,0.04443,0.88
5528,J TRAUMA ACUTE CARE,2163-0755,162,,,0.253,594,0.5,0.00002,
5529,J TRAVEL MED,1195-1982,1289,1.683,1.676,0.711,76,5.3,0.00319,0.465
5530,J TRIBOL-T ASME,0742-4787,2605,1.213,1.253,0.129,85,>10.0,0.00425,0.502
5531,J TROP ECOL,0266-4674,2758,1.482,1.656,0.189,74,>10.0,0.00373,0.576
5532,J TROP FOR SCI,0128-1283,396,0.537,0.684,0.375,56,6.9,0.00066,0.175
5533,J TROP METEOROL,1006-8775,255,0.255,,0.018,56,7.5,0.00031,
5534,J TROP PEDIATRICS,0142-6338,1404,1.006,1.153,0.271,85,8.3,0.00266,0.374
5535,J TURBOMACH,0889-504X,2657,0.768,1.101,0.189,180,>10.0,0.00289,0.356
5536,J TURBUL,1468-5248,589,0.98,0.996,0.098,51,6.4,0.00231,0.544
5537,J ULTRAS MED,0278-4297,3907,1.402,1.367,0.199,206,7.5,0.00747,0.381
5538,J UNIVERS COMPUT SCI,0948-695X,720,0.762,0.594,0.047,129,4.7,0.00278,0.219
5539,J URBAN HEALTH,1099-3460,2359,1.887,2.526,0.253,79,6.4,0.00641,0.933
5540,J URBAN PLAN D-ASCE,0733-9488,399,0.946,1.173,0.139,36,6.1,0.00084,0.297
5541,J UROLOGY,0022-5347,45595,3.696,3.914,0.661,598,8.9,0.08109,1.254
5542,J VAC SCI TECHNOL A,0734-2101,6450,1.432,1.297,0.464,248,>10.0,0.00864,0.454
5543,J VAC SCI TECHNOL B,1071-1023,9885,1.267,1.287,0.272,331,8.8,0.01937,0.436
5544,J VASC ACCESS,1129-7298,331,0.97,1.095,0.212,66,4.1,0.00099,0.268
5545,J VASC INTERV RADIOL,1051-0443,6199,2.002,2.142,0.631,206,6.7,0.01278,0.598
5546,J VASC RES,1018-1172,1639,2.434,2.441,0.417,48,7.6,0.00354,0.768
5547,J VASC SURG,0741-5214,19152,2.879,3.315,0.604,502,7.1,0.03879,0.924
5548,J VECTOR DIS,0972-9062,460,1.041,,0.051,39,4.6,0.00164,
5549,J VECTOR ECOL,1081-1710,891,1.227,1.35,0.143,63,6.7,0.00187,0.38
5550,J VEG SCI,1100-9233,5961,2.818,3.268,0.598,102,9.8,0.00918,1.054
5551,J VENOM ANIM TOXINS,1678-9199,298,0.545,0.442,0.21,62,5.9,0.00047,0.085
5552,J VERBRAUCH LEBENSM,1661-5751,215,0.667,0.433,0.276,29,3.6,0.00074,0.108
5553,J VERTEBR PALEONTOL,0272-4634,3607,1.674,1.878,0.342,120,9.1,0.00689,0.607
5554,J VESTIBUL RES-EQUIL,0957-4271,603,1,1.234,0.103,29,>10.0,0.00091,0.407
5555,J VET BEHAV,1558-7878,303,1.653,1.578,1.1,50,2.7,0.00089,0.347
5556,J VET DENT,0898-7564,86,0.205,0.21,0,4,,0.0001,0.054
