Rank,Abbreviated Journal Title,ISSN,Total Cites,Impact factor,5-Year IF,Immediacy Index,Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
4450,J GEOGR SCI,1009-637X,789,1.123,1.411,0.443,79,4.4,0.00189,0.336
4451,ADV ATMOS SCI,0256-1530,1912,1.459,1.411,0.627,134,6.7,0.00469,0.501
4452,BIOPRESERV BIOBANK,1947-5535,195,1.578,1.411,0.2,55,2.3,0.00069,0.318
4453,REV IBEROAM MICOL,1130-1406,649,0.971,1.41,0.167,48,6.5,0.0012,0.357
4454,J PHYS ORG CHEM,0894-3230,2590,1.229,1.41,0.511,139,7.1,0.00442,0.347
4455,PSYCHIAT INVEST,1738-3684,397,1.149,1.409,0.175,63,3.4,0.00156,0.363
4456,ORTHOP TRAUMATOL-SUR,1877-0568,853,1.168,1.409,0.115,174,3.2,0.00432,0.438
4457,STRATIGRAPHY,1547-139X,213,0.789,1.408,,,6,0.0009,0.706
4458,IEEE SOFTWARE,0740-7459,1490,1.23,1.408,0.145,62,>10.0,0.00351,0.731
4459,MAT SCI SEMICON PROC,1369-8001,1166,1.761,1.408,0.257,311,6,0.00178,0.298
4460,J FORMOS MED ASSOC,0929-6646,2034,1.695,1.407,0.484,93,6.9,0.00348,0.362
4461,J DYN DIFFER EQU,1040-7294,822,1,1.406,0.213,47,9.5,0.00313,1.04
4462,CELL TISSUE BANK,1389-9333,625,1.026,1.406,0.149,74,5.7,0.00153,0.391
4463,CURR ANAL CHEM,1573-4110,405,1.194,1.406,0.469,64,4.2,0.00097,0.286
4464,J HYDRAUL RES,0022-1686,2078,1.347,1.406,0.292,65,>10.0,0.0047,0.602
4465,INT J BIOL MARKER,0393-6155,688,1.36,1.406,0.212,52,7.5,0.00119,0.361
4466,J R STAT SOC C-APPL,0035-9254,2543,1.418,1.406,0.263,38,>10.0,0.00357,1.058
4467,NEUROL SCI,1590-1874,2824,1.495,1.406,0.34,300,5,0.00671,0.366
4468,NEW MICROBIOL,1121-7138,784,1.603,1.405,0.513,39,5.5,0.00175,0.354
4469,PHYS STATUS SOLIDI B,0370-1972,9223,1.605,1.405,0.402,368,8.8,0.01867,0.503
4470,ACTA GEOL SIN-ENGL,1000-9515,2358,1.406,1.403,0.188,133,7.9,0.00318,0.299
4471,INT J IMMUNOGENET,1744-3121,731,1.338,1.402,0.489,90,4.4,0.00168,0.293
4472,INT J POLYM ANAL CH,1023-666X,509,1.487,1.402,0.297,64,3.8,0.00072,0.176
4473,PEDIATR DERMATOL,0736-8046,2935,1.52,1.402,0.255,275,6.7,0.00648,0.419
4474,J COMPUT NONLIN DYN,1555-1423,528,1.53,1.402,0.5,82,3.3,0.003,0.616
4475,BREAST CANCER-TOKYO,1340-6868,858,1.505,1.401,0.212,52,6.6,0.00177,0.421
4476,PRESENCE-TELEOP VIRT,1054-7460,1145,0.912,1.4,0,19,>10.0,0.00143,0.504
4477,GENET PROGRAM EVOL M,1389-2576,164,1.065,1.4,0.188,16,4.4,0.0005,0.401
4478,INT J OCCUP MED ENV,1232-1087,600,1.094,1.4,0.125,88,6,0.00133,0.387
4479,SEMICONDUCT SEMIMET,0080-8784,486,1.742,1.4,0.143,14,>10.0,0.00054,0.719
4480,J MATH PURE APPL,0021-7824,1971,1.217,1.399,0.37,73,>10.0,0.00757,1.657
4481,OPTOMETRY,1529-1839,499,1.339,1.399,,0,6,0.00127,0.426
4482,GEOM TOPOL,1465-3060,852,0.817,1.398,0.269,67,6.1,0.01212,2.507
4483,J ENG MECH,0733-9399,6782,1.173,1.397,0.257,175,>10.0,0.00663,0.632
4484,PALAEONTOL ELECTRON,1935-3952,1334,1.365,1.397,0.229,35,>10.0,0.00103,0.423
4485,J OPTIMIZ THEORY APP,0022-3239,4629,1.406,1.396,0.402,199,>10.0,0.00902,0.685
4486,GISCI REMOTE SENS,1548-1603,314,1.48,1.396,0.093,43,4.3,0.00084,0.326
4487,BIOMED PAP,1213-8118,665,1.661,1.396,0.197,66,5,0.00146,0.33
4488,GEOARCHAEOLOGY,0883-6353,714,1.672,1.396,0.29,31,8.5,0.00107,0.378
4489,FETAL DIAGN THER,1015-3837,1435,2.295,1.396,0.56,84,5.2,0.00442,0.489
4490,VET CLIN PATH,0275-6382,1109,1.208,1.395,0.121,91,6.3,0.00208,0.33
4491,INT J POLYM SCI,1687-9422,182,1.322,1.395,0.016,64,2.6,0.00061,0.28
4492,J RARE EARTH,1002-0721,2468,1.342,1.395,0.2,205,4.3,0.00515,0.255
4493,ADV QUANTUM CHEM,0065-3276,781,1.88,1.395,0.414,29,>10.0,0.00107,0.515
4494,J COMP PATHOL,0021-9975,2798,1.1,1.394,0.195,113,>10.0,0.0028,0.354
4495,J MECH DESIGN,1050-0472,3702,1.165,1.394,0.077,130,9,0.00664,0.535
4496,ACTA BIOTHEOR,0001-5342,546,1.231,1.394,0.226,31,>10.0,0.00077,0.441
4497,SCI CHINA CHEM,1674-7291,1373,1.516,1.394,0.426,216,2.4,0.00407,0.267
4498,AGING CLIN EXP RES,1594-0667,1700,1.138,1.393,0.076,131,8.3,0.00286,0.412
4499,CONDOR,0010-5422,4498,1.347,1.393,0.272,92,>10.0,0.00347,0.466
4500,FLOW MEAS INSTRUM,0955-5986,1036,1.03,1.392,0.118,110,7.5,0.00187,0.395
4501,J CULT HERIT,1296-2074,1167,1.111,1.392,0.217,106,6.2,0.00243,0.381
4502,BERNOULLI,1350-7265,1346,1.296,1.392,0.187,107,8.7,0.00876,1.768
4503,PHYTOTAXA,1179-3155,543,1.376,1.391,0.243,358,1.9,0.00175,0.321
4504,CYTOPATHOLOGY,0956-5507,919,1.47,1.391,0.872,47,6.3,0.00188,0.397
4505,ENVIRONMETRICS,1180-4009,1283,1.486,1.391,0.261,46,8.7,0.00374,0.716
4506,ANIM WELFARE,0962-7286,1385,1.228,1.39,0.298,57,8,0.0024,0.444
4507,BIOTECHNOL BIOPROC E,1226-8372,1499,1.22,1.389,0.092,153,4.6,0.00347,0.302
4508,ADV PHYSIOL EDUC,1043-4046,887,1.237,1.389,0.152,46,7.1,0.00131,0.364
4509,J ENERG MATER,0737-0652,366,1.364,1.389,0.464,28,7.8,0.00061,0.383
4510,CEREAL CHEM,0009-0352,5696,1.059,1.388,0.316,76,>10.0,0.0027,0.35
4511,SURF INTERFACE ANAL,0142-2421,6074,1.393,1.388,0.348,345,9.4,0.00871,0.37
4512,J INF SCI,0165-5515,937,1.087,1.387,0.117,60,7.2,0.00206,0.506
4513,J MATER CIVIL ENG,0899-1561,2691,1.322,1.387,0.197,229,7.5,0.00598,0.492
4514,NEUROETHICS-NETH,1874-5490,167,1.043,1.386,0.562,48,3.3,0.00064,0.381
4515,MAR BIOL RES,1745-1000,687,1.134,1.386,1.093,86,3.7,0.00235,0.44
4516,TOP COMPANION ANIM M,1938-9736,184,1.16,1.386,0.034,29,3.9,0.00087,0.396
4517,J PHYSIOL SCI,1880-6546,518,1.248,1.386,0.429,49,4.2,0.00193,0.411
4518,J HELMINTHOL,0022-149X,1593,1.303,1.386,0.552,67,9.7,0.00195,0.364
4519,ARCH ORTHOP TRAUM SU,0936-8051,3862,1.31,1.386,0.194,237,6.9,0.00912,0.452
4520,ISOT ENVIRON HEALT S,1025-6016,559,1.294,1.385,0.064,47,7.3,0.00123,0.436
4521,BIOL RES NURS,1099-8004,554,1.341,1.385,0.415,53,5.6,0.00125,0.383
4522,TOHOKU J EXP MED,0040-8727,2308,1.283,1.384,0.167,114,7.6,0.00391,0.367
4523,BOT MAR,0006-8055,1824,1,1.383,0.234,47,>10.0,0.00181,0.36
4524,DAIRY SCI TECHNOL,1958-5586,373,1.126,1.383,0.083,48,3.9,0.00149,0.391
4525,IN VITRO CELL DEV-PL,1054-5476,1657,1.162,1.383,0.048,83,8.6,0.0019,0.308
4526,IEEE T LEARN TECHNOL,1939-1382,202,1.22,1.383,0.194,31,3.5,0.00105,0.446
4527,J COMPOS MATER,0021-9983,5401,1.257,1.383,0.774,270,>10.0,0.00606,0.352
4528,J CARDIOVASC SURG,0021-9509,1895,1.365,1.383,0.315,108,8.6,0.00397,0.462
4529,SPORT PSYCHOL,0888-4781,1048,0.933,1.382,0.086,35,>10.0,0.00084,0.349
4530,SCAND J FOREST RES,0282-7581,1684,1.115,1.382,0.312,77,9.5,0.00218,0.4
4531,SOCIOL SPORT J,0741-1235,664,1.125,1.382,0.13,23,>10.0,0.00116,0.563
4532,CHILD NERV SYST,0256-7040,4249,1.163,1.382,0.21,286,7.2,0.00798,0.395
4533,MICROELECTRON ENG,0167-9317,7371,1.338,1.382,0.293,557,5.4,0.0181,0.381
4534,J PHOTON ENERGY,1947-7988,171,1.381,1.381,0.471,17,2,0.00071,0.358
4535,OCUL IMMUNOL INFLAMM,0927-3948,970,1.44,1.381,0.208,53,5.3,0.00209,0.343
4536,INFORM VISUAL,1473-8716,287,0.767,1.38,0.059,17,5.9,0.00154,0.853
4537,DENTOMAXILLOFAC RAD,0250-832X,1609,1.271,1.38,0.282,110,7.6,0.0029,0.415
4538,MED CHEM,1573-4064,941,1.387,1.379,0.453,117,4.5,0.00194,0.286
4539,CLIN TRANSL ONCOL,1699-048X,1194,1.6,1.379,0.561,148,3.8,0.00381,0.368
4540,J OLEO SCI,1345-8957,1062,1.201,1.378,0.124,129,5.2,0.00216,0.294
4541,INT J ENVIRON AN CH,0306-7319,1700,1.321,1.378,0.205,122,7.5,0.00226,0.265
4542,SCANNING,0161-0457,913,1.435,1.378,0.261,46,8.5,0.00136,0.349
4543,JPN J INFECT DIS,1344-6304,1519,1.204,1.377,0.106,123,5.5,0.00401,0.391
4544,BIOSCI BIOTECH BIOCH,0916-8451,10974,1.206,1.377,0.199,458,9,0.01406,0.348
4545,CAN WATER RESOUR J,0701-1784,368,1.22,1.377,0.583,24,6.7,0.00083,0.434
4546,SCI ENG ETHICS,1353-3452,650,1.516,1.377,0.209,91,6.3,0.00135,0.381
4547,ARCHAEOL ANTHROP SCI,1866-9557,138,1.06,1.376,0.231,26,3.3,0.00072,0.46
4548,J OCCUP ENVIRON HYG,1545-9624,1044,1.207,1.376,0.152,92,5.1,0.00275,0.37
4549,ASAIO J,1058-2916,2026,1.385,1.376,0.33,115,8.1,0.00354,0.425
4550,PHOTOSYNTHETICA,0300-3604,1877,1.007,1.375,0.147,68,9.3,0.00211,0.313
4551,CHAOS SOLITON FRACT,0960-0779,7970,1.503,1.375,0.34,147,6.9,0.01513,0.409
4552,VET CLIN N AM-EQUINE,0749-0739,935,1.054,1.374,0.077,39,>10.0,0.00129,0.388
4553,INT J PRECIS ENG MAN,2234-7593,1120,1.5,1.374,0.181,298,2.4,0.00275,0.223
4554,PACE,0147-8389,5365,1.25,1.372,0.288,236,8.2,0.01115,0.488
4555,J INFRARED MILLIM TE,1866-6892,733,1.891,1.372,0.431,72,2.7,0.00386,0.451
4556,CAN J INFECT DIS MED,1712-9532,524,0.487,1.371,0.088,57,7.8,0.0011,0.459
4557,INT J TOXICOL,1091-5818,1012,1.233,1.371,0.14,50,6.7,0.00186,0.368
4558,EUR PHYS J D,1434-6060,4453,1.398,1.371,0.299,244,6,0.01358,0.514
4559,AMEGHINIANA,0002-7014,1309,1.169,1.37,0.108,37,>10.0,0.0014,0.402
4560,ENG OPTIMIZ,0305-215X,1146,1.23,1.37,0.2,75,7.1,0.00258,0.453
4561,AM J MED SCI,0002-9629,4161,1.515,1.37,0.431,211,9.6,0.00711,0.422
4562,BOTANY,1916-2790,864,1.035,1.369,0.22,100,4.3,0.00393,0.418
4563,PLANT SYST EVOL,0378-2697,3611,1.154,1.369,0.314,156,>10.0,0.00426,0.351
4564,INT J IND ERGONOM,0169-8141,1828,1.214,1.369,0.194,62,8.4,0.00276,0.375
4565,POPUL HEALTH MANAG,1942-7891,287,1.347,1.369,0.259,58,3,0.00185,0.566
4566,COMPUT THEOR CHEM,2210-271X,1309,1.368,1.369,0.249,370,1.9,0.0043,0.29
4567,J PLANT BIOL,1226-9239,756,1.284,1.368,0.261,46,5.6,0.00181,0.366
4568,INDIAN J DERMATOL VE,0378-6323,1189,1.325,1.368,0.154,78,5.6,0.00274,0.344
4569,INFORM RETRIEVAL,1386-4564,558,0.625,1.367,0.269,26,>10.0,0.00157,0.734
4570,J BRAZIL CHEM SOC,0103-5053,3801,1.253,1.367,0.128,250,6.1,0.0062,0.276
4571,J X-RAY SCI TECHNOL,0895-3996,420,1.462,1.367,0.479,48,4.5,0.00091,0.329
4572,CHILD ADOL MENT H-UK,1475-357X,399,0.954,1.366,0.118,34,5.8,0.00117,0.456
4573,MATH ANN,0025-5831,5897,1.201,1.366,0.337,169,>10.0,0.02102,2.046
4574,INT J DERMATOL,0011-9059,5223,1.227,1.366,0.307,225,9,0.00754,0.376
4575,MATER CORROS,0947-5117,1461,1.508,1.366,0.262,122,5.6,0.00279,0.305
4576,INTERACT COMPUT,0953-5438,899,0.731,1.365,0.881,42,7.3,0.00173,0.472
4577,J IBER GEOL,1698-6180,208,0.875,1.365,1.2,20,4.1,0.00068,0.478
4578,RANGELAND J,1036-9872,544,1.064,1.365,0.405,42,5.9,0.00114,0.354
4579,STAT SINICA,1017-0405,2019,1.226,1.365,,,>10.0,0.01165,1.683
4580,METALL MATER TRANS B,1073-5615,4074,1.323,1.365,0.233,163,>10.0,0.00509,0.494
4581,J INTERV CARD ELECTR,1383-875X,1136,1.552,1.363,0.333,105,5.2,0.00373,0.488
4582,PETROL GEOSCI,1354-0793,593,0.8,1.362,0.083,24,8.4,0.00138,0.555
4583,FORSCH KOMPLEMENTMED,1021-7096,471,1.053,1.362,0.607,56,5.1,0.0007,0.241
4584,ANN OTO RHINOL LARYN,0003-4894,5641,1.054,1.362,0.106,123,>10.0,0.00463,0.403
4585,CLIN EXP HYPERTENS,1064-1963,1284,1.456,1.362,0.417,96,7.5,0.00227,0.349
4586,FIBER POLYM,1229-9197,1502,1.113,1.361,0.112,313,4.3,0.00314,0.235
4587,REQUIR ENG,0947-3602,295,1.147,1.361,0.059,17,7.6,0.00065,0.468
4588,P LOND MATH SOC,0024-6115,3237,1.121,1.36,0.253,83,>10.0,0.01147,2.263
4589,FRONT PHYS-BEIJING,2095-0462,200,1.36,1.36,0.803,61,1.5,0.00118,0.636
4590,WORLD WIDE WEB,1386-145X,316,1.623,1.36,0.129,31,6.1,0.00085,0.46
4591,COGN COMPUT,1866-9956,199,1.1,1.359,0.059,51,3.2,0.00096,0.405
4592,ANN ROY COLL SURG,0035-8843,2550,1.223,1.358,0.083,108,9.6,0.0044,0.451
4593,APPL COMPOS MATER,0929-189X,694,1.29,1.358,0.096,83,7.9,0.00121,0.375
4594,WIRES DATA MIN KNOWL,1942-4787,114,1.358,1.358,0.143,28,2.2,0.00053,0.389
4595,ARCH IRAN MED,1029-2977,964,1.108,1.357,0.164,146,4.6,0.00242,0.306
4596,COMMUN PART DIFF EQ,0360-5302,2490,1.194,1.357,0.096,73,>10.0,0.01119,1.694
4597,ANAESTH INTENS CARE,0310-057X,2142,1.47,1.357,0.489,92,6.8,0.0047,0.429
4598,COMPUT OPTIM APPL,0926-6003,1384,0.977,1.355,0.198,91,7.6,0.00653,0.957
4599,ARCH DIS CHILDHOOD-E,1743-0585,214,1.456,1.355,0.52,25,3.3,0.00079,0.383
4600,J CONSTR ENG M,0733-9364,2842,0.867,1.352,0.129,171,8.5,0.00359,0.327
4601,URBAN WATER J,1573-062X,688,0.905,1.352,0.257,35,>10.0,0.00109,0.41
4602,J NONDESTRUCT EVAL,0195-9298,446,1.015,1.352,0.233,43,8.6,0.00081,0.394
4603,INT J SPEECH-LANG PA,1754-9507,423,1.412,1.352,0.941,68,3.2,0.00156,0.405
4604,INT UROL NEPHROL,0301-1623,2127,1.293,1.351,0.267,236,5.1,0.00536,0.365
4605,EUR J MED RES,0949-2321,1226,1.398,1.351,0.129,62,6.1,0.00275,0.374
4606,AUST J BOT,0067-1924,2755,0.903,1.35,0.4,55,>10.0,0.00276,0.467
4607,TEST-SPAIN,1133-0686,444,1.017,1.35,0.143,28,6.9,0.00308,1.346
4608,ISL ARC,1038-4871,1089,1.055,1.35,1.257,35,>10.0,0.00143,0.483
4609,ZYGOTE,0967-1994,765,1.323,1.35,0.353,51,7.4,0.00135,0.371
4610,AQUAT LIVING RESOUR,0990-7440,1402,0.919,1.349,0.256,39,>10.0,0.00171,0.482
4611,J COMPLEXITY,0885-064X,723,1.191,1.349,0.2,25,8.3,0.00296,1.01
4612,EUR J APPL MATH,0956-7925,650,1.081,1.348,0.171,35,9.9,0.00208,0.923
4613,INT J REHABIL RES,0342-5282,1042,1.144,1.348,0.28,50,8.1,0.00173,0.379
4614,JCR-J CLIN RHEUMATOL,1076-1608,1259,1.245,1.348,0.182,99,5.3,0.00369,0.424
4615,BLOOD COAGUL FIBRIN,0957-5235,2299,1.38,1.347,0.325,166,7.6,0.00443,0.396
4616,J BIOL PHYS,0092-0606,593,1.152,1.346,0.244,45,6.8,0.00146,0.48
4617,ARCH BRONCONEUMOL,0300-2896,1087,1.816,1.346,0.351,77,5.3,0.00242,0.33
4618,J COMPUT MATH,0254-9409,815,1.049,1.345,0.056,36,7.5,0.00348,0.91
4619,INT J NUMER METH FL,0271-2091,4869,1.329,1.345,0.309,188,8.6,0.01339,0.654
4620,PHONETICA,0031-8388,484,0.417,1.344,0,12,>10.0,0.00074,0.73
4621,J AM PHARM ASSOC,1544-3191,1383,0.929,1.344,0.271,70,8.6,0.00238,0.366
4622,J PAEDIATR CHILD H,1034-4810,2952,1.193,1.344,0.31,229,7.7,0.00537,0.423
4623,TROP CONSERV SCI,1940-0829,214,1.329,1.344,0.068,44,3.3,0.00115,0.438
4624,MICROBIOL IMMUNOL,0385-5600,2644,1.306,1.343,0.252,111,>10.0,0.00333,0.404
4625,SEMIN MUSCULOSKEL R,1089-7860,527,0.952,1.342,0.083,48,6.1,0.00145,0.456
4626,J PETROL SCI ENG,0920-4105,2838,1.096,1.342,0.14,228,7.4,0.00563,0.455
4627,SMALL RUMINANT RES,0921-4488,4004,1.099,1.342,0.189,265,7.3,0.00547,0.317
4628,APPL NURS RES,0897-1897,719,1.139,1.342,0.041,49,8.3,0.00119,0.381
4629,SEEING PERCEIVING,1878-4755,114,1.143,1.341,,0,2.6,0.0008,0.562
4630,NUCL MED COMMUN,0143-3636,2363,1.371,1.341,0.243,152,6.9,0.00459,0.371
4631,ATMOS OCEAN,0705-5900,949,1.19,1.34,0.73,37,>10.0,0.00162,0.671
4632,J SPORT SCI MED,1303-2968,1137,0.898,1.339,0.082,97,5.3,0.00274,0.345
4633,ENVIRON BIOL FISH,0378-1909,5177,1.356,1.339,0.486,111,>10.0,0.006,0.47
4634,ANAL SCI,0910-6340,4436,1.403,1.339,0.192,193,8,0.00602,0.315
4635,MEASUREMENT,0263-2241,2229,1.526,1.339,0.253,491,3.6,0.00502,0.283
4636,MINE WATER ENVIRON,1025-9112,312,1.203,1.338,0.31,29,5.1,0.00078,0.326
4637,J PEDIATR ONCOL NURS,1043-4542,614,0.873,1.337,0.111,36,7.1,0.00103,0.357
4638,CLIN EXP DERMATOL,0307-6938,3930,1.234,1.337,0.202,173,8.2,0.00718,0.389
4639,LICHENOLOGIST,0024-2829,1285,1.613,1.337,0.631,65,>10.0,0.00154,0.327
4640,IBM J RES DEV,0018-8646,2630,0.504,1.336,0.226,53,>10.0,0.00362,0.713
4641,INT J VITAM NUTR RES,0300-9831,1110,1,1.336,0.067,15,>10.0,0.00126,0.358
4642,ELECTRON J STAT,1935-7524,529,1.024,1.336,0.098,112,4,0.01073,1.875
4643,NEUROLOGIST,1074-7931,934,1.078,1.336,0.625,8,5.7,0.00255,0.409
4644,BIOMED RES-TOKYO,0388-6107,571,1.102,1.335,0.103,39,5.2,0.00154,0.371
4645,J MOLLUS STUD,0260-1230,1362,1.495,1.335,0.383,47,>10.0,0.00154,0.384
4646,J WOUND OSTOMY CONT,1071-5754,806,1,1.334,0.323,65,5.8,0.00144,0.287
4647,APPL OCEAN RES,0141-1187,988,1.262,1.333,0.173,81,>10.0,0.00188,0.521
4648,CAN J SURG,0008-428X,1812,1.267,1.331,0.316,79,8.1,0.00391,0.459
4649,INT J RHEUM DIS,1756-1841,491,1.771,1.331,0.24,96,2.8,0.00213,0.363
4650,J SOLUTION CHEM,0095-9782,3089,1.083,1.33,0.226,164,>10.0,0.00355,0.305
4651,COMPUT COMMUN,0140-3664,3081,1.352,1.33,0.271,133,5.7,0.00877,0.428
4652,POLYM J,0032-3896,3238,1.554,1.33,0.32,169,>10.0,0.00402,0.303
4653,J SOL ENERG-T ASME,0199-6231,1831,1.132,1.329,0.38,92,10,0.00264,0.433
4654,ENVIRON TECHNOL,0959-3330,3345,1.197,1.328,0.171,351,8.5,0.00439,0.269
4655,NEURAL PROCESS LETT,1370-4621,755,1.237,1.328,0.1,50,>10.0,0.00106,0.351
4656,J CLIN LAB ANAL,0887-8013,1126,1.144,1.327,0.268,82,6.9,0.00188,0.314
4657,BIOSCI TRENDS,1881-7815,339,1.213,1.326,0.462,39,3.4,0.00137,0.367
4658,ADAPT BEHAV,1059-7123,453,1.151,1.325,0.114,35,7.7,0.00094,0.447
4659,B ENVIRON CONTAM TOX,0007-4861,6012,1.216,1.325,0.14,265,9.7,0.00781,0.302
4660,SCAND J STAT,0303-6898,2336,1.063,1.324,0.298,47,>10.0,0.00587,1.56
4661,NEUROPEDIATRICS,0174-304X,1522,1.104,1.324,0.638,47,>10.0,0.00206,0.448
4662,WELD J,0043-2296,2164,1.143,1.324,0.145,76,>10.0,0.00137,0.369
4663,NUCL INSTRUM METH B,0168-583X,17072,1.186,1.324,0.302,963,9.1,0.02348,0.391
4664,WATER SCI TECHNOL,0273-1223,16261,1.212,1.324,0.136,720,>10.0,0.01806,0.32
4665,NEW ASTRON,1384-1076,1316,1.244,1.323,0.655,84,6.8,0.00458,0.636
4666,NUTR HOSP,0212-1611,1514,1.25,1.323,0.11,346,3.5,0.00245,0.177
4667,J APPL MECH-T ASME,0021-8936,9652,1.395,1.323,0.193,207,>10.0,0.00666,0.587
4668,CLIN MED,1470-2118,928,1.685,1.323,0.366,82,5.2,0.0028,0.442
4669,J LAW MED ETHICS,1073-1105,1161,0.939,1.322,0.769,104,5.7,0.00435,0.606
4670,COMPUTING,0010-485X,1320,1.055,1.322,0.283,46,>10.0,0.00231,0.683
4671,ARCTIC,0004-0843,1591,1.077,1.322,0.317,41,>10.0,0.00165,0.468
4672,J IRRIG DRAIN ENG,0733-9437,2685,1.086,1.322,0.268,112,9.9,0.00315,0.367
4673,INT J FOOD SCI NUTR,0963-7486,1812,1.202,1.322,0.178,135,6.5,0.00318,0.302
4674,NEW ZEAL VET J,0048-0169,1457,1.219,1.322,0.443,61,>10.0,0.00182,0.385
4675,ANN THORAC MED,1817-1737,265,1.338,1.322,0.35,40,3.5,0.00095,0.334
4676,STATISTICS,0233-1888,843,1.594,1.322,0.25,92,8.6,0.00288,0.748
4677,CAN J EMERG MED,1481-8035,721,0.66,1.321,0.179,39,6.6,0.00195,0.485
4678,CAD SAUDE PUBLICA,0102-311X,4173,0.888,1.321,0.109,230,6.7,0.00746,0.341
4679,FOOD TECHNOL BIOTECH,1330-9862,1286,0.977,1.321,0.109,64,7.4,0.00158,0.3
4680,P GEOLOGIST ASSOC,0016-7878,863,1.333,1.321,2.692,52,7.9,0.00103,0.324
4681,RUSS GEOL GEOPHYS+,1068-7971,1941,1.409,1.32,0.629,116,7.1,0.00404,0.423
4682,J CARDIOTHOR VASC AN,1053-0770,2550,1.482,1.32,0.291,206,6.5,0.00493,0.343
4683,J AOAC INT,1060-3271,4727,1.385,1.319,0.153,203,8.9,0.00542,0.31
4684,ALLERGOL IMMUNOPATH,0301-0546,698,1.58,1.319,0.429,49,5.9,0.00141,0.335
4685,ACTA MECH,0001-5970,2912,1.268,1.318,0.287,202,9.6,0.00627,0.492
4686,J VET SCI,1229-845X,805,1.142,1.317,0.029,70,5.9,0.00185,0.358
4687,INT J AP MAT COM-POL,1641-876X,734,1.39,1.317,0.318,66,5.3,0.00134,0.263
4688,COMPARATIVE MED,1532-0820,906,0.76,1.316,0.1,30,6.8,0.00205,0.4
4689,CAN J MICROBIOL,0008-4166,5574,1.182,1.316,0.122,115,>10.0,0.00442,0.38
4690,FIRE MATER,0308-0501,1030,1.208,1.316,0.304,46,>10.0,0.00133,0.448
4691,REV ESP ENFERM DIG,1130-0108,802,1.317,1.316,0.328,67,5.2,0.0016,0.286
4692,HELV CHIM ACTA,0018-019X,8090,1.394,1.316,0.251,227,>10.0,0.0068,0.313
4693,NUMER METH PART D E,0749-159X,1455,1.057,1.315,0.227,97,7,0.00535,0.691
4694,PHOTOGRAMM REC,0031-868X,453,1.377,1.314,0.208,24,7.8,0.00075,0.378
4695,FINANC STOCH,0949-2984,765,1.085,1.313,0.241,29,>10.0,0.00307,1.434
4696,ANN ZOOL FENN,0003-455X,1590,1.03,1.312,0.229,35,>10.0,0.00151,0.453
4697,ANN OPER RES,0254-5330,3638,1.103,1.312,0.171,187,9.5,0.00858,0.703
4698,ASIA-PAC J PUBLIC HE,1010-5395,708,1.111,1.312,0.614,57,3.9,0.00207,0.344
4699,OPHTHALMIC RES,0030-3747,906,1.376,1.312,0.111,63,>10.0,0.00176,0.332
4700,TOXICOL MECH METHOD,1537-6516,742,1.548,1.312,0.455,88,3.6,0.00203,0.298
4701,STOCH PROC APPL,0304-4149,3785,1.046,1.311,0.279,165,>10.0,0.01604,1.425
4702,J MATERN-FETAL NEO M,1476-7058,3262,1.208,1.311,0.362,378,3.7,0.01132,0.408
4703,ACTA HISTOCHEM CYTOC,0044-5991,336,1.224,1.311,0.167,24,5.4,0.00061,0.272
4704,POTATO RES,0014-3065,684,0.844,1.31,0.571,21,>10.0,0.00072,0.342
4705,IEEE T VLSI SYST,1063-8210,2737,1.142,1.31,0.181,238,6,0.01044,0.616
4706,IEEE T EDUC,0018-9359,1189,1.221,1.31,0.2,60,7.8,0.00192,0.317
4707,ARCH APPL MECH,0939-1533,1376,1.438,1.309,0.221,113,6.1,0.00385,0.461
4708,STRESS HEALTH,1532-3005,680,1.336,1.308,0.255,51,6.1,0.0016,0.386
4709,PHYSICIAN SPORTSMED,0091-3847,677,1.49,1.308,0.5,10,8.5,0.00164,0.392
4710,FISHERIES MANAG ECOL,0969-997X,1070,1.136,1.307,0.788,52,7,0.00223,0.486
4711,J DIGIT IMAGING,0897-1889,1002,1.2,1.307,0.283,113,5,0.00223,0.315
4712,CHEM LETT,0366-7022,13750,1.3,1.307,0.275,520,>10.0,0.0155,0.33
4713,ANN NONINVAS ELECTRO,1082-720X,768,1.44,1.307,0.145,76,6.4,0.0017,0.371
4714,BIOMED TECH,0013-5585,575,2.425,1.307,,0,7.1,0.00089,0.319
4715,J LOW GENIT TRACT DI,1089-2591,710,1.11,1.304,0.785,93,4.8,0.00207,0.438
4716,NEMATOLOGY,1388-5545,1391,1.247,1.303,0.59,78,7.6,0.00213,0.317
4717,J CELL PLAST,0021-955X,445,1.018,1.302,0.107,28,7.5,0.00066,0.306
4718,INT J BIO-INSPIR COM,1758-0366,191,1.681,1.302,0.357,28,2.4,0.0005,0.216
4719,FOOD SCI TECHNOL INT,1082-0132,1098,0.981,1.301,0.054,56,8.1,0.00158,0.32
4720,J SPEC PEDIATR NURS,1539-0136,335,1.045,1.301,0.094,32,4.8,0.001,0.366
4721,ACTA METEOROL SIN,0894-0525,1042,1.111,1.301,0.13,69,8.1,0.00192,0.38
4722,IEEE T MAGN,0018-9464,17807,1.213,1.301,0.199,1093,8.5,0.02876,0.347
4723,IEEE T COMP PACK MAN,2156-3950,3866,1.236,1.301,0.125,240,7.2,0.00942,0.479
